WKT,PERIMETER,LEVEL4,LEVEL2,LEVEL1,LEVEL3,XCentroid,YCentroid
"POINT (96344.250198599999 520441.21256399999)",9663.21004262000,01.008.006000.2,01.008,01,01.008.006000,96344.25019860000,520441.21256399999
"POINT (109373.325396 524860.980344)",3215.92041759000,01.008.006800.1,01.008,01,01.008.006800,109373.32539600000,524860.98034400004
"POINT (108907.721036 526321.92696199997)",2588.35957893000,01.008.006100.1,01.008,01,01.008.006100,108907.72103600000,526321.92696199997
"POINT (110790.672051 526381.896819)",4321.74631352000,01.008.006100.2,01.008,01,01.008.006100,110790.67205100000,526381.89681900002
"POINT (109386.517161 526323.55588899995)",2571.41384596000,01.008.006100.3,01.008,01,01.008.006100,109386.51716100000,526323.55588899995
"POINT (109852.49399 526321.369901)",2486.67978959000,01.008.006100.4,01.008,01,01.008.006100,109852.49399000000,526321.36990100006
"POINT (108896.304378 525617.063146)",2198.07668730000,01.008.006100.5,01.008,01,01.008.006100,108896.30437800000,525617.06314600003
"POINT (109381.49506299999 525611.82099299994)",2194.72594770000,01.008.006100.6,01.008,01,01.008.006100,109381.49506299999,525611.82099299994
"POINT (108898.367141 524922.044047)",2535.03140719000,01.008.006100.7,01.008,01,01.008.006100,108898.36714100000,524922.04404700000
"POINT (109853.894352 525368.88204099995)",3251.43358122000,01.008.006100.8,01.008,01,01.008.006100,109853.89435200000,525368.88204099995
"POINT (112542.307618 526326.75884499995)",5562.78617573000,01.008.006200.1,01.008,01,01.008.006200,112542.30761800001,526326.75884499995
"POINT (111055.50093 525686.886425)",3450.59303323000,01.008.006200.2,01.008,01,01.008.006200,111055.50092999999,525686.88642500003
"POINT (110322.130987 525616.24278)",2760.15059045000,01.008.006200.3,01.008,01,01.008.006200,110322.13098700000,525616.24277999997
"POINT (112009.892743 525663.75881699997)",3398.04686542000,01.008.006200.4,01.008,01,01.008.006200,112009.89274300000,525663.75881699997
"POINT (110666.263955 524924.28780799999)",2973.49002224000,01.008.006200.5,01.008,01,01.008.006200,110666.26395500000,524924.28780799999
"POINT (111250.657898 524880.456341)",2529.55698222000,01.008.006000.7,01.008,01,01.008.006000,111250.65789800000,524880.45634100004
"POINT (111923.271159 524949.46212499996)",3214.76453230000,01.008.006300.1,01.008,01,01.008.006300,111923.27115900000,524949.46212499996
"POINT (112790.486597 525001.066429)",2905.88206314000,01.008.006300.2,01.008,01,01.008.006300,112790.48659700000,525001.06642900000
"POINT (113372.780313 524712.68943)",2976.04555930000,01.008.006300.3,01.008,01,01.008.006300,113372.78031300000,524712.68943000003
"POINT (112592.223807 524339.05529299995)",2716.41312039000,01.008.006300.4,01.008,01,01.008.006300,112592.22380700000,524339.05529299995
"POINT (112998.360734 524265.40621799999)",2499.47839204000,01.008.006300.5,01.008,01,01.008.006300,112998.36073400000,524265.40621799999
"POINT (112058.390194 524245.022283)",2897.94986737000,01.008.006300.6,01.008,01,01.008.006300,112058.39019400001,524245.02228300000
"POINT (113108.95338 525499.380259)",4339.84480727000,01.008.006300.7,01.008,01,01.008.006300,113108.95338000001,525499.38025900000
"POINT (115430.759757 524672.312763)",6812.77983174000,01.008.006400.1,01.008,01,01.008.006400,115430.75975700001,524672.31276300002
"POINT (114391.269678 524840.628845)",4179.19662142000,01.008.006400.2,01.008,01,01.008.006400,114391.26967800000,524840.62884500006
"POINT (113778.55 524857.417616)",2440.36652292000,01.008.006400.3,01.008,01,01.008.006400,113778.55000000000,524857.41761600005
"POINT (115000.554608 524267.95786299999)",2540.44142779000,01.008.006400.4,01.008,01,01.008.006400,115000.55460800001,524267.95786299999
"POINT (116024.957389 524231.122057)",3275.69131613000,01.008.006400.5,01.008,01,01.008.006400,116024.95738900000,524231.12205700000
"POINT (114446.883269 524146.46099499997)",3115.55221479000,01.008.006400.6,01.008,01,01.008.006400,114446.88326900000,524146.46099499997
"POINT (113669.64246 524104.57331299997)",2855.08928608000,01.008.006400.7,01.008,01,01.008.006400,113669.64246000000,524104.57331299997
"POINT (115676.642746 523508.735392)",4536.77744806000,01.008.006500.1,01.008,01,01.008.006500,115676.64274600000,523508.73539200000
"POINT (116671.24089099999 523112.736264)",3826.40278937000,01.008.006500.2,01.008,01,01.008.006500,116671.24089099999,523112.73626400001
"POINT (115529.87685 522795.28286699997)",4875.95516184000,01.008.006500.3,01.008,01,01.008.006500,115529.87685000000,522795.28286699997
"POINT (116555.770464 521969.36389899999)",3933.32547508000,01.008.006500.4,01.008,01,01.008.006500,116555.77046400000,521969.36389899999
"POINT (115245.09209 522081.004146)",3328.11882355000,01.008.006500.5,01.008,01,01.008.006500,115245.09209000001,522081.00414600002
"POINT (115900.524955 521690.140506)",3706.95679632000,01.008.006500.6,01.008,01,01.008.006500,115900.52495500000,521690.14050600003
"POINT (113617.903951 523460.948472)",3294.21675074000,01.008.006600.1,01.008,01,01.008.006600,113617.90395100000,523460.94847200002
"POINT (114398.928288 523513.927855)",3156.40945232000,01.008.006600.2,01.008,01,01.008.006600,114398.92828800000,523513.92785500002
"POINT (114428.42117099999 522792.921195)",3454.99043006000,01.008.006600.3,01.008,01,01.008.006600,114428.42117099999,522792.92119500000
"POINT (113633.233915 522724.09055099997)",3014.96239084000,01.008.006600.4,01.008,01,01.008.006600,113633.23391500000,522724.09055099997
"POINT (113583.335124 522090.049145)",2898.77306216000,01.008.006600.5,01.008,01,01.008.006600,113583.33512400000,522090.04914500000
"POINT (114389.891492 522108.50609099999)",2666.12809725000,01.008.006600.6,01.008,01,01.008.006600,114389.89149200000,522108.50609099999
"POINT (108897.322994 524216.95715899998)",2290.11605649000,01.008.006700.1,01.008,01,01.008.006700,108897.32299400000,524216.95715899998
"POINT (109371.543973 524162.03099499998)",2216.14462767000,01.008.006700.2,01.008,01,01.008.006700,109371.54397300001,524162.03099499998
"POINT (108897.98736899999 523177.328173)",3810.42900240000,01.008.006700.3,01.008,01,01.008.006700,108897.98736899999,523177.32817300002
"POINT (109369.706706 523165.75621899997)",3858.20357813000,01.008.006700.4,01.008,01,01.008.006700,109369.70670600000,523165.75621899997
"POINT (109184.528923 522168.569128)",3203.70187423000,01.008.006700.5,01.008,01,01.008.006700,109184.52892300001,522168.56912800000
"POINT (109458.482942 521137.848765)",6789.30054134000,01.008.006700.6,01.008,01,01.008.006700,109458.48294200000,521137.84876500000
"POINT (110305.368625 524417.466365)",3429.41105077000,01.008.006200.6,01.008,01,01.008.006200,110305.36862500000,524417.46636500000
"POINT (109859.82198 524360.342514)",3379.88789560000,01.008.006800.2,01.008,01,01.008.006800,109859.82197999999,524360.34251400002
"POINT (110333.602719 523167.621394)",3901.14539888000,01.008.006800.3,01.008,01,01.008.006800,110333.60271900000,523167.62139400002
"POINT (109851.36473099999 523165.639801)",3869.52774933000,01.008.006800.4,01.008,01,01.008.006800,109851.36473099999,523165.63980100001
"POINT (109832.72017499999 521727.52238099999)",3823.57678447000,01.008.006800.5,01.008,01,01.008.006800,109832.72017499999,521727.52238099999
"POINT (110313.849015 521719.85395299998)",3848.77021943000,01.008.006800.6,01.008,01,01.008.006800,110313.84901500000,521719.85395299998
"POINT (112396.422992 523239.537107)",4498.55660426000,01.008.006900.1,01.008,01,01.008.006900,112396.42299200001,523239.53710700001
"POINT (113008.880128 523092.123764)",3866.63232344000,01.008.006900.2,01.008,01,01.008.006900,113008.88012800000,523092.12376400002
"POINT (111748.170618 521703.14961199998)",3843.02981842000,01.008.006900.3,01.008,01,01.008.006900,111748.17061800000,521703.14961199998
"POINT (112207.276661 521622.234107)",3770.02147100000,01.008.006900.4,01.008,01,01.008.006900,112207.27666100000,521622.23410700000
"POINT (112741.571569 522089.37878299999)",3009.36225348000,01.008.006900.5,01.008,01,01.008.006900,112741.57156900001,522089.37878299999
"POINT (107463.944459 522113.02169199998)",7661.36063126000,01.008.007200.1,01.008,01,01.008.007200,107463.94445900001,522113.02169199998
"POINT (105932.49235499999 521594.254938)",6360.93000616000,01.008.007200.2,01.008,01,01.008.007200,105932.49235499999,521594.25493800000
"POINT (104758.037025 521480.07671499997)",4860.27666162000,01.008.007200.3,01.008,01,01.008.007200,104758.03702500000,521480.07671499997
"POINT (101576.694761 522385.592499)",3243.85214552000,01.008.007900.1,01.008,01,01.008.007900,101576.69476100001,522385.59249900002
"POINT (123850.07077382047 538652.74718137016)",81766.78755310000,01.009.002700.1,01.009,01,01.009.002700,122217.50063500000,533936.43344699999
"POINT (131306.39736774791 532792.3180923647)",32043.96389410000,01.009.002700.2,01.009,01,01.009.002700,132802.91999500000,532066.73136400001
"POINT (134856.94872 525768.09361661668)",41009.59334570000,01.009.002700.3,01.009,01,01.009.002700,134856.94871999999,523545.98426100001
"POINT (130056.59062032466 524264.01861036179)",49578.78338940000,01.009.002700.4,01.009,01,01.009.002700,125430.97522700000,525533.79538499995
"POINT (122013.5482992707 521914.23014045582)",50674.35446280000,01.009.002700.5,01.009,01,01.009.002700,123464.72175600000,521007.24673000001
"POINT (142688.91292249024 522871.58510306617)",24594.81323200000,01.009.002800.1,01.009,01,01.009.002800,141301.33411200001,523391.92715700000
"POINT (138494.32519972182 525481.40283372859)",12648.89409780000,01.009.002800.2,01.009,01,01.009.002800,138927.94357800001,524657.52791499998
"POINT (153382.76409892709 523157.9389225301)",51203.69714280000,01.009.003000.1,01.009,01,01.009.003000,154119.91534199999,520773.03784200002
"POINT (139141.59224222563 509145.87898225698)",132850.17429600001,01.009.003200.1,01.009,01,01.009.003200,141634.60807200000,505356.49492099998
"POINT (73879.574628433707 519319.83835263457)",12208.89643280000,01.007.012000.2,01.007,01,01.007.012000,73583.89135560000,518314.51522499998
"POINT (61192.234604300444 512653.96008023416)",11928.41827550000,01.007.012000.3,01.007,01,01.007.012000,60837.41467690000,512003.45688000001
"POINT (74633.080661166518 507334.95275989932)",9572.54042012000,01.007.012100.1,01.007,01,01.007.012100,74751.35397030000,507867.18265099998
"POINT (73175.810776166734 507071.0315411663)",7469.41411112000,01.007.012100.2,01.007,01,01.007.012100,73116.67412159999,507366.71481400001
"POINT (72032.553706433042 506385.94135799998)",7177.10603198000,01.007.012100.3,01.007,01,01.007.012100,72269.10032470000,506385.94135799998
"POINT (71478.070564633264 504881.95552710065)",10650.98419270000,01.007.012100.4,01.007,01,01.007.012100,71537.20721920001,504349.72563599999
"POINT (72776.724791600005 505299.795699)",6172.42524622000,01.007.012100.5,01.007,01,01.007.012100,72776.72479160001,505299.79569900001
"POINT (73092.008975499994 504524.366745)",3736.15715840000,01.007.012100.6,01.007,01,01.007.012100,73092.00897549999,504524.36674500001
"POINT (75344.170244299996 506049.69198)",3571.76305849000,01.007.012200.1,01.007,01,01.007.012200,75344.17024430000,506049.69198000000
"POINT (73954.727396500006 505948.32694)",2926.61133958000,01.007.012200.2,01.007,01,01.007.012200,73954.72739650001,505948.32694000000
"POINT (74589.271775600006 505937.480556)",3205.13829622000,01.007.012200.3,01.007,01,01.007.012200,74589.27177560001,505937.48055600002
"POINT (74489.466149200001 504506.610417)",11542.10966530000,01.007.012200.4,01.007,01,01.007.012200,74489.46614920000,504506.61041700002
"POINT (73390.105882799995 505105.65105)",2682.70779772000,01.007.012200.5,01.007,01,01.007.012200,73390.10588280000,505105.65104999999
"POINT (73910.578948399998 505098.029594)",2976.36479442000,01.007.012200.6,01.007,01,01.007.012200,73910.57894840000,505098.02959400002
"POINT (74508.322095 505077.53926699999)",3264.82980783000,01.007.012200.7,01.007,01,01.007.012200,74508.32209500000,505077.53926699999
"POINT (78707.573077132154 507054.97765756893)",57216.46607620000,01.007.012300.1,01.007,01,01.007.012300,79653.75955020000,505221.74136599997
"POINT (68878.850470300007 497931.28966299997)",66657.00284410000,01.007.012300.2,01.007,01,01.007.012300,68878.85047030001,497931.28966299997
"POINT (85800.701704816529 491985.34837912599)",77204.36712570000,01.007.012400.1,01.007,01,01.007.012400,86546.79585270000,486389.64227000001
"POINT (95373.985711426372 493870.55351477436)",54833.00100090000,01.007.012400.2,01.007,01,01.007.012400,96770.07457610000,491377.53768499999
"POINT (93484.496015434663 482572.5497791805)",38673.92310300000,01.007.012400.3,01.007,01,01.007.012400,96077.23247839999,484566.96244300000
"POINT (56917.663840014931 485200.77595926146)",212770.90563200001,01.007.012500.1,01.007,01,01.007.012500,66616.88776250000,467667.56348399998
"POINT (109095.454037 513578.3516)",3936.75224813000,01.008.001000.1,01.008,01,01.008.001000,109095.45403700000,513578.35159999999
"POINT (107557.148297 512838.40207499999)",3589.77745529000,01.008.001000.2,01.008,01,01.008.001000,107557.14829700001,512838.40207499999
"POINT (108069.186368 512791.077941)",3338.38768110000,01.008.001000.3,01.008,01,01.008.001000,108069.18636800000,512791.07794100000
"POINT (108761.921436 512880.081513)",4310.22211419000,01.008.001000.4,01.008,01,01.008.001000,108761.92143600000,512880.08151300001
"POINT (109551.156633 512938.93753699999)",2811.65904413000,01.008.001000.5,01.008,01,01.008.001000,109551.15663300001,512938.93753699999
"POINT (109463.201529 512301.81037899997)",2691.58089439000,01.008.001000.6,01.008,01,01.008.001000,109463.20152900000,512301.81037899997
"POINT (108659.319611 511852.744529)",3401.39357955000,01.008.001000.7,01.008,01,01.008.001000,108659.31961100000,511852.74452900002
"POINT (107845.276185 511812.334011)",3514.13038481000,01.008.001000.8,01.008,01,01.008.001000,107845.27618500000,511812.33401100000
"POINT (109439.257197 511704.040647)",2920.60483472000,01.008.001000.9,01.008,01,01.008.001000,109439.25719700000,511704.04064700002
"POINT (88020.970992 506797.151396)",47631.38590520000,01.008.003500.4,01.008,01,01.008.003500,88020.97099200000,506797.15139600000
"POINT (94852.266206300003 518099.8037)",9057.86835110000,01.008.006000.3,01.008,01,01.008.006000,94852.26620630000,518099.80369999999
"POINT (96632.185830200004 517943.25778099999)",5268.06386358000,01.008.006000.4,01.008,01,01.008.006000,96632.18583020000,517943.25778099999
"POINT (96338.865394099994 515360.67786499998)",15391.82543050000,01.008.006000.5,01.008,01,01.008.006000,96338.86539409999,515360.67786499998
"POINT (95912.875395399999 512641.68336299999)",14407.60803480000,01.008.006000.6,01.008,01,01.008.006000,95912.87539540000,512641.68336299999
"POINT (115187.483312 521403.15868699999)",3225.11003189000,01.008.006500.7,01.008,01,01.008.006500,115187.48331200000,521403.15868699999
"POINT (113581.450911 521353.38389699999)",3325.00266711000,01.008.006600.7,01.008,01,01.008.006600,113581.45091100001,521353.38389699999
"POINT (114361.27111099999 521422.383179)",3230.08563951000,01.008.006600.8,01.008,01,01.008.006600,114361.27111099999,521422.38317900000
"POINT (112852.867538 521410.362146)",3495.19242656000,01.008.006900.6,01.008,01,01.008.006900,112852.86753800001,521410.36214600003
"POINT (116497.974928 521050.102441)",4341.79337655000,01.008.007000.1,01.008,01,01.008.007000,116497.97492800000,521050.10244100000
"POINT (116677.75687780316 520554.32443909702)",15449.25503300000,01.008.007000.2,01.008,01,01.008.007000,116361.22334000000,519271.53062799998
"POINT (114491.23445 520757.500781)",3467.22710847000,01.008.007000.3,01.008,01,01.008.007000,114491.23445000000,520757.50078100001
"POINT (114929.404402 520435.909384)",4929.88554825000,01.008.007000.4,01.008,01,01.008.007000,114929.40440200000,520435.90938400000
"POINT (115263.633268 519765.706061)",3536.84088011000,01.008.007000.5,01.008,01,01.008.007000,115263.63326800001,519765.70606100000
"POINT (114709.475448 519611.240032)",2726.84013207000,01.008.007000.6,01.008,01,01.008.007000,114709.47544800000,519611.24003200000
"POINT (115102.365389 518326.94064099999)",6728.91573984000,01.008.007000.7,01.008,01,01.008.007000,115102.36538900000,518326.94064099999
"POINT (112078.876322 520521.211735)",4324.54169710000,01.008.007100.1,01.008,01,01.008.007100,112078.87632200000,520521.21173500002
"POINT (113020.759841 520503.01528699999)",3432.98977060000,01.008.007100.2,01.008,01,01.008.007100,113020.75984100001,520503.01528699999
"POINT (113666.715169 520556.922229)",2840.17544663000,01.008.007100.3,01.008,01,01.008.007100,113666.71516900000,520556.92222900002
"POINT (113659.361107 519663.109286)",4814.54212881000,01.008.007100.4,01.008,01,01.008.007100,113659.36110700000,519663.10928600002
"POINT (111979.229165 519620.090221)",4022.57393920000,01.008.007100.5,01.008,01,01.008.007100,111979.22916500000,519620.09022100002
"POINT (112684.969476 519441.297449)",3796.08258379000,01.008.007100.6,01.008,01,01.008.007100,112684.96947600000,519441.29744900001
"POINT (113438.00812699999 518286.722987)",6474.67822015000,01.008.007100.7,01.008,01,01.008.007100,113438.00812699999,518286.72298700002
"POINT (105020.621356 520816.21198299999)",3777.71301889000,01.008.007200.4,01.008,01,01.008.007200,105020.62135600000,520816.21198299999
"POINT (106410.78286799999 520687.550959)",4816.22891005000,01.008.007200.5,01.008,01,01.008.007200,106410.78286799999,520687.55095900001
"POINT (106060.59447 520308.32991)",3745.70263650000,01.008.007200.6,01.008,01,01.008.007200,106060.59447000000,520308.32990999997
"POINT (108072.210777 520991.116461)",5616.54352651000,01.008.007300.1,01.008,01,01.008.007300,108072.21077700000,520991.11646100000
"POINT (107187.140488 520619.66413599998)",6519.31255470000,01.008.007300.2,01.008,01,01.008.007300,107187.14048800000,520619.66413599998
"POINT (108928.594752 521279.595244)",2556.18149120000,01.008.007300.3,01.008,01,01.008.007300,108928.59475200000,521279.59524400003
"POINT (109258.65874 520454.113068)",5569.25979651000,01.008.007300.4,01.008,01,01.008.007300,109258.65874000000,520454.11306800001
"POINT (108047.600595 519577.203224)",4854.34744923000,01.008.007300.5,01.008,01,01.008.007300,108047.60059500000,519577.20322400000
"POINT (106341.88996 519148.779029)",3919.63253419000,01.008.007300.6,01.008,01,01.008.007300,106341.88996000000,519148.77902900003
"POINT (107148.839347 519164.916015)",2959.86959030000,01.008.007300.7,01.008,01,01.008.007300,107148.83934700000,519164.91601500002
"POINT (110312.274894 520584.286104)",2573.10461109000,01.008.007400.1,01.008,01,01.008.007400,110312.27489400000,520584.28610400000
"POINT (108892.235574 519826.809024)",2635.01895245000,01.008.007400.2,01.008,01,01.008.007400,108892.23557400001,519826.80902400002
"POINT (109790.005248 519440.513386)",5564.79785742000,01.008.007400.3,01.008,01,01.008.007400,109790.00524800000,519440.51338600001
"POINT (110319.8374 519737.82778)",2320.20711034000,01.008.007400.4,01.008,01,01.008.007400,110319.83740000000,519737.82777999999
"POINT (108979.095419 518805.631009)",4678.72296032000,01.008.007400.5,01.008,01,01.008.007400,108979.09541900000,518805.63100900000
"POINT (110001.306602 518544.412299)",3079.92680394000,01.008.007400.6,01.008,01,01.008.007400,110001.30660200000,518544.41229900002
"POINT (109490.609687 518643.395061)",1966.42286376000,01.008.007400.7,01.008,01,01.008.007400,109490.60968700000,518643.39506100002
"POINT (109296.26173499999 517755.92489299999)",5039.71721699000,01.008.007400.8,01.008,01,01.008.007400,109296.26173499999,517755.92489299999
"POINT (111020.707766 520515.857602)",3826.51314627000,01.008.007500.1,01.008,01,01.008.007500,111020.70776600001,520515.85760200000
"POINT (111008.650548 519421.028964)",4310.33412052000,01.008.007500.2,01.008,01,01.008.007500,111008.65054800001,519421.02896400000
"POINT (111981.228142 518763.422006)",3736.13478619000,01.008.007500.3,01.008,01,01.008.007500,111981.22814200001,518763.42200600001
"POINT (111631.038137 518562.637808)",2734.53063011000,01.008.007500.4,01.008,01,01.008.007500,111631.03813700000,518562.63780800003
"POINT (112729.423909 518573.833127)",3190.45367992000,01.008.007500.5,01.008,01,01.008.007500,112729.42390900000,518573.83312700002
"POINT (110966.970227 518533.79295199999)",3326.43651652000,01.008.007500.6,01.008,01,01.008.007500,110966.97022700000,518533.79295199999
"POINT (110095.68692 517950.335984)",3137.21510620000,01.008.007500.7,01.008,01,01.008.007500,110095.68691999999,517950.33598400000
"POINT (110965.806106 517737.167512)",3798.70340409000,01.008.007500.8,01.008,01,01.008.007500,110965.80610600000,517737.16751200001
"POINT (111985.467301 517568.809205)",4543.76902935000,01.008.007600.1,01.008,01,01.008.007600,111985.46730100000,517568.80920500000
"POINT (112678.989762 517808.37887199997)",3979.83772053000,01.008.007600.2,01.008,01,01.008.007600,112678.98976200000,517808.37887199997
"POINT (109181.57565499999 517205.133187)",3978.68517919000,01.008.007600.3,01.008,01,01.008.007600,109181.57565499999,517205.13318700000
"POINT (110902.82202399999 516690.93897399999)",4446.71531484000,01.008.007600.4,01.008,01,01.008.007600,110902.82202399999,516690.93897399999
"POINT (110188.441521 516772.17120899999)",3466.29217251000,01.008.007600.5,01.008,01,01.008.007600,110188.44152100000,516772.17120899999
"POINT (112254.907088 516845.25024099997)",4729.58772923000,01.008.007600.6,01.008,01,01.008.007600,112254.90708800001,516845.25024099997
"POINT (109210.347612 516614.188527)",4531.54708870000,01.008.007600.7,01.008,01,01.008.007600,109210.34761200000,516614.18852700002
"POINT (112159.041791 516376.09577399999)",4098.52779337000,01.008.007600.8,01.008,01,01.008.007600,112159.04179100000,516376.09577399999
"POINT (97446.32436899999 521119.355205)",4736.39686400000,01.008.007700.1,01.008,01,01.008.007700,97446.32436899999,521119.35520500003
"POINT (98270.010856299996 521767.789211)",3597.09999930000,01.008.007700.2,01.008,01,01.008.007700,98270.01085630000,521767.78921100002
"POINT (98040.551028700007 521415.715763)",3201.89329759000,01.008.007700.3,01.008,01,01.008.007700,98040.55102870001,521415.71576300001
"POINT (98270.28528 520760.911533)",3579.16819416000,01.008.007700.4,01.008,01,01.008.007700,98270.28528000000,520760.91153300001
"POINT (97662.052724099995 519744.508183)",5408.63297242000,01.008.007700.5,01.008,01,01.008.007700,97662.05272410000,519744.50818300003
"POINT (98150.424538399995 519987.0516)",5687.49387994000,01.008.007700.6,01.008,01,01.008.007700,98150.42453840000,519987.05160000001
"POINT (97664.122693199999 519351.42071199999)",2726.64438666000,01.008.007700.7,01.008,01,01.008.007700,97664.12269320000,519351.42071199999
"POINT (99121.941097699993 521442.361622)",3621.51729989000,01.008.007800.1,01.008,01,01.008.007800,99121.94109769999,521442.36162200000
"POINT (99785.013962199999 521700.467644)",3361.50880028000,01.008.007800.2,01.008,01,01.008.007800,99785.01396220000,521700.46764400002
"POINT (100789.262588 521525.37391099997)",3644.76595726000,01.008.007800.3,01.008,01,01.008.007800,100789.26258800000,521525.37391099997
"POINT (100004.36657899999 521013.298306)",3898.51294227000,01.008.007800.4,01.008,01,01.008.007800,100004.36657899999,521013.29830600001
"POINT (100710.54206 520728.03026)",3121.05707780000,01.008.007800.5,01.008,01,01.008.007800,100710.54206000001,520728.03026000003
"POINT (99253.211859300005 520608.99543499999)",4101.53296990000,01.008.007800.6,01.008,01,01.008.007800,99253.21185930001,520608.99543499999
"POINT (98810.659917800003 519938.371869)",2711.61405954000,01.008.007800.7,01.008,01,01.008.007800,98810.65991780000,519938.37186900002
"POINT (98839.097615 519251.099356)",2831.38695109000,01.008.007800.8,01.008,01,01.008.007800,98839.09761500001,519251.09935600002
"POINT (101568.459526 521572.56630599999)",3271.67007705000,01.008.007900.2,01.008,01,01.008.007900,101568.45952600001,521572.56630599999
"POINT (102367.34577099999 521563.87167899997)",3357.43742887000,01.008.007900.3,01.008,01,01.008.007900,102367.34577099999,521563.87167899997
"POINT (101559.319609 520757.03437499999)",3244.45722062000,01.008.007900.4,01.008,01,01.008.007900,101559.31960900000,520757.03437499999
"POINT (104014.049205 521620.48721599998)",3020.19250001000,01.008.008000.1,01.008,01,01.008.008000,104014.04920500000,521620.48721599998
"POINT (102986.245177 521199.38502599997)",4069.32477216000,01.008.008000.2,01.008,01,01.008.008000,102986.24517700000,521199.38502599997
"POINT (103378.600108 521122.85875399999)",3975.45122029000,01.008.008000.3,01.008,01,01.008.008000,103378.60010800000,521122.85875399999
"POINT (103963.433487 520814.709699)",3563.60051482000,01.008.008000.4,01.008,01,01.008.008000,103963.43348700000,520814.70969900000
"POINT (102386.127198 520758.386752)",3318.10220477000,01.008.008000.5,01.008,01,01.008.008000,102386.12719800000,520758.38675200002
"POINT (105017.005339 520216.56033)",3516.83780532000,01.008.008000.6,01.008,01,01.008.008000,105017.00533900000,520216.56033000001
"POINT (104142.10646 519484.341826)",4369.69547603000,01.008.008000.7,01.008,01,01.008.008000,104142.10646000000,519484.34182600002
"POINT (100745.94100399999 519558.831958)",4859.02092064000,01.008.008100.1,01.008,01,01.008.008100,100745.94100399999,519558.83195800002
"POINT (101589.029649 519822.234065)",3755.50128648000,01.008.008100.2,01.008,01,01.008.008100,101589.02964900000,519822.23406500003
"POINT (102352.581057 519547.91474)",4886.65481140000,01.008.008100.3,01.008,01,01.008.008100,102352.58105700000,519547.91473999998
"POINT (103749.120018 519583.070834)",4313.01958311000,01.008.008100.4,01.008,01,01.008.008100,103749.12001800000,519583.07083400001
"POINT (102947.521573 519539.41130099999)",3960.06833001000,01.008.008100.5,01.008,01,01.008.008100,102947.52157300001,519539.41130099999
"POINT (103343.756001 519533.461451)",4097.32003017000,01.008.008100.6,01.008,01,01.008.008100,103343.75600100000,519533.46145100001
"POINT (101475.63570499999 519061.888748)",3104.78703798000,01.008.008100.7,01.008,01,01.008.008100,101475.63570499999,519061.88874800003
"POINT (98217.833863599997 519001.720876)",2427.49329641000,01.008.008200.1,01.008,01,01.008.008200,98217.83386360000,519001.72087600001
"POINT (97484.89879 519012.70663)",2173.72634376000,01.008.008200.2,01.008,01,01.008.008200,97484.89879000001,519012.70662999997
"POINT (98007.395570799999 518588.72499299998)",4007.22254600000,01.008.008200.3,01.008,01,01.008.008200,98007.39557080000,518588.72499299998
"POINT (98066.862080599996 517844.71728899999)",7245.98031961000,01.008.008200.4,01.008,01,01.008.008200,98066.86208060000,517844.71728899999
"POINT (99408.247936200001 518404.58054699999)",3268.33569521000,01.008.008200.5,01.008,01,01.008.008200,99408.24793620000,518404.58054699999
"POINT (99350.667077599996 517825.263624)",2867.64655271000,01.008.008200.6,01.008,01,01.008.008200,99350.66707760000,517825.26362400001
"POINT (99347.602879600003 517390.63485899998)",2775.97701386000,01.008.008200.7,01.008,01,01.008.008200,99347.60287960000,517390.63485899998
"POINT (99974.162219599995 519964.822365)",3320.60010717000,01.008.008300.1,01.008,01,01.008.008300,99974.16221960000,519964.82236500003
"POINT (99375.2702804 519894.040041)",2805.98035004000,01.008.008300.2,01.008,01,01.008.008300,99375.27028040000,519894.04004100000
"POINT (99962.667171499997 519173.43261399999)",3286.19423627000,01.008.008300.3,01.008,01,01.008.008300,99962.66717150000,519173.43261399999
"POINT (99359.537839 519119.77069899999)",2783.66722471000,01.008.008300.4,01.008,01,01.008.008300,99359.53783900000,519119.77069899999
"POINT (100701.214009 518399.343315)",3200.21042968000,01.008.008300.5,01.008,01,01.008.008300,100701.21400900000,518399.34331500001
"POINT (100041.789351 518355.04638299998)",2725.07077893000,01.008.008300.6,01.008,01,01.008.008300,100041.78935100000,518355.04638299998
"POINT (100753.112463 517589.933794)",3581.76901303000,01.008.008300.7,01.008,01,01.008.008300,100753.11246300000,517589.93379400001
"POINT (100061.821463 517571.83437)",2745.05638532000,01.008.008300.8,01.008,01,01.008.008300,100061.82146300000,517571.83437000000
"POINT (97372.674686 516619.79651299998)",3169.52416510000,01.008.008400.1,01.008,01,01.008.008400,97372.67468600000,516619.79651299998
"POINT (97865.873054700001 516736.32582899998)",3299.24394898000,01.008.008400.2,01.008,01,01.008.008400,97865.87305470000,516736.32582899998
"POINT (99604.576993299997 515406.95959699998)",12031.10449100000,01.008.008400.3,01.008,01,01.008.008400,99604.57699330000,515406.95959699998
"POINT (98360.834137900005 516654.873406)",3354.56135715000,01.008.008400.4,01.008,01,01.008.008400,98360.83413790001,516654.87340600003
"POINT (98092.670364200007 516007.539643)",2229.01165437000,01.008.008400.5,01.008,01,01.008.008400,98092.67036420001,516007.53964300000
"POINT (97425.531192299997 515847.48616199999)",2334.49819553000,01.008.008400.6,01.008,01,01.008.008400,97425.53119230000,515847.48616199999
