year,sex,age,level1,level2,level3,level4,icd,total
1993,M,80,01,01.008,01.008.008700,01.008.008700.7,1622,2
1993,M,80,01,01.002,01.002.000300,01.002.000300.2,1623,2
1993,M,80,01,01.004,01.004.011600,01.004.011600.5,1623,2
1993,M,80,01,01.008,01.008.010500,01.008.010500.8,1623,2
1993,M,80,01,01.013,01.013.016600,01.013.016600.3,1623,2
1993,M,80,01,01.002,01.002.001000,01.002.001000.7,1625,2
1993,M,80,01,01.008,01.008.010400,01.008.010400.1,1625,2
1993,M,80,01,01.011,01.011.013500,01.011.013500.6,1625,2
1993,M,80,01,01.014,01.014.017200,01.014.017200.3,1625,2
1993,M,80,01,01.002,01.002.000300,01.002.000300.2,1629,2
1993,M,80,01,01.002,01.002.000300,01.002.000300.5,1629,2
1993,M,80,01,01.002,01.002.000500,01.002.000500.1,1629,2
1993,M,80,01,01.002,01.002.002100,01.002.002100.4,1629,2
1993,M,80,01,01.004,01.004.011100,01.004.011100.2,1629,2
1993,M,80,01,01.004,01.004.011500,01.004.011500.3,1629,2
1993,M,80,01,01.004,01.004.011500,01.004.011500.8,1629,2
1993,M,80,01,01.004,01.004.011700,01.004.011700.9,1629,2
1993,M,80,01,01.008,01.008.001000,01.008.001000.2,1629,4
1993,M,80,01,01.008,01.008.004100,01.008.004100.1,1629,4
1993,M,80,01,01.008,01.008.004100,01.008.004100.6,1629,2
1993,M,80,01,01.008,01.008.005500,01.008.005500.2,1629,2
1993,M,80,01,01.008,01.008.005500,01.008.005500.7,1629,2
1993,M,80,01,01.008,01.008.006800,01.008.006800.6,1629,2
1993,M,80,01,01.008,01.008.007000,01.008.007000.7,1629,4
1993,M,80,01,01.008,01.008.008300,01.008.008300.3,1629,2
1993,M,80,01,01.008,01.008.008600,01.008.008600.4,1629,2
1993,M,80,01,01.008,01.008.008700,01.008.008700.2,1629,2
1993,M,80,01,01.008,01.008.008800,01.008.008800.1,1629,2
1993,M,80,01,01.008,01.008.009000,01.008.009000.3,1629,2
1993,M,80,01,01.008,01.008.009700,01.008.009700.8,1629,2
1993,M,80,01,01.009,01.009.003200,01.009.003200.3,1629,2
1993,M,80,01,01.011,01.011.012700,01.011.012700.1,1629,2
1993,M,80,01,01.011,01.011.013900,01.011.013900.1,1629,2
1993,M,80,01,01.011,01.011.014200,01.011.014200.3,1629,2
1993,M,80,01,01.011,01.011.014800,01.011.014800.3,1629,2
1993,M,80,01,01.011,01.011.015000,01.011.015000.5,1629,4
1993,M,80,01,01.011,01.011.015600,01.011.015600.1,1629,2
1993,M,80,01,01.014,01.014.018000,01.014.018000.4,1629,4
1993,M,80,01,01.014,01.014.018100,01.014.018100.1,1629,2
1993,M,80,01,01.014,01.014.018500,01.014.018500.2,1629,2
1993,M,80,01,01.008,01.008.006900,01.008.006900.4,1881,2
1993,M,80,01,01.018,01.018.019200,01.018.019200.3,1883,2
1993,M,80,01,01.008,01.008.008600,01.008.008600.6,1888,2
1993,M,80,01,01.008,01.008.010400,01.008.010400.1,1888,2
1993,M,80,01,01.002,01.002.000600,01.002.000600.2,1889,2
1993,M,80,01,01.002,01.002.000600,01.002.000600.6,1889,2
1993,M,80,01,01.002,01.002.002000,01.002.002000.1,1889,2
1993,M,80,01,01.002,01.002.002300,01.002.002300.2,1889,2
1993,M,80,01,01.004,01.004.011100,01.004.011100.2,1889,2
1993,M,80,01,01.004,01.004.011600,01.004.011600.9,1889,2
1993,M,80,01,01.008,01.008.001000,01.008.001000.4,1889,2
1993,M,80,01,01.008,01.008.004900,01.008.004900.5,1889,2
1993,M,80,01,01.008,01.008.005500,01.008.005500.5,1889,2
1993,M,80,01,01.008,01.008.006500,01.008.006500.4,1889,2
1993,M,80,01,01.008,01.008.007600,01.008.007600.6,1889,2
1993,M,80,01,01.008,01.008.008400,01.008.008400.1,1889,2
1993,M,80,01,01.008,01.008.009000,01.008.009000.6,1889,2
1993,M,80,01,01.008,01.008.009000,01.008.009000.8,1889,4
1993,M,80,01,01.008,01.008.010500,01.008.010500.4,1889,2
1993,M,80,01,01.008,01.008.010700,01.008.010700.2,1889,2
1993,M,80,01,01.011,01.011.014000,01.011.014000.2,1889,2
1993,M,80,01,01.011,01.011.015600,01.011.015600.2,1889,2
1993,M,80,01,01.013,01.013.016200,01.013.016200.7,1889,4
1993,M,80,01,01.008,01.008.003900,01.008.003900.7,1890,2
1993,M,80,01,01.014,01.014.018300,01.014.018300.6,1890,2
1993,M,80,01,01.014,01.014.018700,01.014.018700.2,1899,2
1993,M,80,01,01.008,01.008.001000,01.008.001000.1,1913,2
1993,M,80,01,01.011,01.011.014300,01.011.014300.6,1913,2
1993,M,80,01,01.011,01.011.013800,01.011.013800.5,1919,2
1993,M,81,01,01.008,01.008.005400,01.008.005400.4,1552,2
1993,M,81,01,01.008,01.008.007700,01.008.007700.4,1622,2
1993,M,81,01,01.008,01.008.007800,01.008.007800.7,1622,2
1993,M,81,01,01.008,01.008.008800,01.008.008800.6,1622,2
1993,M,81,01,01.008,01.008.009300,01.008.009300.5,1622,2
1993,M,81,01,01.009,01.009.002800,01.009.002800.5,1622,2
1993,M,81,01,01.002,01.002.001800,01.002.001800.1,1623,2
1993,M,81,01,01.005,01.005.002400,01.005.002400.2,1623,2
1993,M,81,01,01.008,01.008.008300,01.008.008300.2,1623,4
1993,M,81,01,01.008,01.008.008600,01.008.008600.3,1623,2
1993,M,81,01,01.008,01.008.008700,01.008.008700.4,1623,2
1993,M,81,01,01.008,01.008.008800,01.008.008800.3,1623,2
1993,M,81,01,01.008,01.008.009700,01.008.009700.8,1623,2
1993,M,81,01,01.011,01.011.013600,01.011.013600.1,1623,2
1993,M,81,01,01.011,01.011.014500,01.011.014500.3,1623,2
1993,M,81,01,01.008,01.008.008700,01.008.008700.6,1624,2
1993,M,81,01,01.002,01.002.000600,01.002.000600.7,1625,2
1993,M,81,01,01.002,01.002.001100,01.002.001100.6,1625,2
1993,M,81,01,01.008,01.008.002900,01.008.002900.4,1625,2
1993,M,81,01,01.008,01.008.003800,01.008.003800.7,1625,2
1993,M,81,01,01.008,01.008.004600,01.008.004600.3,1625,2
1993,M,81,01,01.008,01.008.007100,01.008.007100.6,1625,2
1993,M,81,01,01.002,01.002.000400,01.002.000400.1,1629,2
1993,M,81,01,01.002,01.002.000600,01.002.000600.3,1629,2
1993,M,81,01,01.002,01.002.000700,01.002.000700.2,1629,4
1993,M,81,01,01.002,01.002.000700,01.002.000700.7,1629,6
1993,M,81,01,01.002,01.002.001000,01.002.001000.1,1629,2
1993,M,81,01,01.002,01.002.001300,01.002.001300.8,1629,2
1993,M,81,01,01.004,01.004.011900,01.004.011900.2,1629,2
1993,M,81,01,01.007,01.007.012000,01.007.012000.2,1629,2
1993,M,81,01,01.007,01.007.012200,01.007.012200.7,1629,2
1993,M,81,01,01.008,01.008.003500,01.008.003500.4,1629,2
1993,M,81,01,01.008,01.008.003800,01.008.003800.5,1629,2
1993,M,81,01,01.008,01.008.004100,01.008.004100.7,1629,4
1993,M,81,01,01.008,01.008.004200,01.008.004200.4,1629,2
1993,M,81,01,01.008,01.008.004700,01.008.004700.6,1629,2
1993,M,81,01,01.008,01.008.005600,01.008.005600.4,1629,2
1993,M,81,01,01.008,01.008.005600,01.008.005600.6,1629,2
1993,M,81,01,01.008,01.008.005700,01.008.005700.2,1629,2
1993,M,81,01,01.008,01.008.005900,01.008.005900.5,1629,2
1993,M,81,01,01.008,01.008.006100,01.008.006100.3,1629,2
1993,M,81,01,01.008,01.008.006700,01.008.006700.6,1629,4
1993,M,81,01,01.008,01.008.007000,01.008.007000.5,1629,2
1993,M,81,01,01.008,01.008.007600,01.008.007600.8,1629,2
1993,M,81,01,01.008,01.008.007700,01.008.007700.7,1629,2
1993,M,81,01,01.008,01.008.007800,01.008.007800.8,1629,6
1993,M,81,01,01.008,01.008.007900,01.008.007900.1,1629,2
1993,M,81,01,01.008,01.008.008200,01.008.008200.1,1629,2
1993,M,81,01,01.008,01.008.008200,01.008.008200.7,1629,2
1993,M,81,01,01.008,01.008.008700,01.008.008700.5,1629,4
1993,M,81,01,01.008,01.008.008900,01.008.008900.7,1629,2
1993,M,81,01,01.008,01.008.009300,01.008.009300.5,1629,2
1993,M,81,01,01.008,01.008.009300,01.008.009300.8,1629,2
1993,M,81,01,01.008,01.008.009500,01.008.009500.4,1629,4
1993,M,81,01,01.008,01.008.009500,01.008.009500.9,1629,2
1993,M,81,01,01.008,01.008.010200,01.008.010200.5,1629,2
1993,M,81,01,01.008,01.008.010900,01.008.010900.3,1629,4
1993,M,81,01,01.009,01.009.002800,01.009.002800.2,1629,2
1993,M,81,01,01.011,01.011.015000,01.011.015000.3,1629,2
1993,M,81,01,01.011,01.011.015000,01.011.015000.4,1629,2
1993,M,81,01,01.011,01.011.015700,01.011.015700.2,1629,2
1993,M,81,01,01.014,01.014.017700,01.014.017700.5,1629,2
1993,M,81,01,01.014,01.014.018600,01.014.018600.3,1629,2
1993,M,81,01,01.015,01.015.016200,01.015.016200.3,1629,2
1993,M,81,01,01.018,01.018.019300,01.018.019300.1,1629,4
1993,M,81,01,01.018,01.018.019400,01.018.019400.3,1629,6
1993,M,81,01,01.018,01.018.019500,01.018.019500.1,1629,2
1993,M,81,01,01.018,01.018.019500,01.018.019500.2,1629,2
1993,M,81,01,01.002,01.002.000400,01.002.000400.9,1884,2
1993,M,81,01,01.008,01.008.010700,01.008.010700.7,1885,2
1993,M,81,01,01.008,01.008.006100,01.008.006100.5,1888,2
1993,M,81,01,01.009,01.009.002700,01.009.002700.1,1888,2
1993,M,81,01,01.002,01.002.000400,01.002.000400.3,1889,2
1993,M,81,01,01.002,01.002.000500,01.002.000500.1,1889,2
1993,M,81,01,01.002,01.002.000600,01.002.000600.8,1889,2
1993,M,81,01,01.002,01.002.001400,01.002.001400.5,1889,2
1993,M,81,01,01.008,01.008.003900,01.008.003900.5,1889,2
1993,M,81,01,01.008,01.008.004400,01.008.004400.4,1889,2
1993,M,81,01,01.008,01.008.005500,01.008.005500.3,1889,2
1993,M,81,01,01.008,01.008.005800,01.008.005800.6,1889,2
1993,M,81,01,01.008,01.008.005900,01.008.005900.4,1889,2
1993,M,81,01,01.008,01.008.006100,01.008.006100.6,1889,2
1993,M,81,01,01.008,01.008.007800,01.008.007800.5,1889,2
1993,M,81,01,01.008,01.008.008700,01.008.008700.8,1889,2
1993,M,81,01,01.008,01.008.008800,01.008.008800.3,1889,2
1993,M,81,01,01.008,01.008.008900,01.008.008900.2,1889,2
1993,M,81,01,01.008,01.008.009401,01.008.009401.3,1889,2
1993,M,81,01,01.011,01.011.012900,01.011.012900.7,1889,2
1993,M,81,01,01.011,01.011.013900,01.011.013900.7,1889,2
1993,M,81,01,01.011,01.011.014800,01.011.014800.7,1889,2
1993,M,81,01,01.013,01.013.016300,01.013.016300.7,1889,2
1993,M,81,01,01.013,01.013.016600,01.013.016600.4,1889,2
1993,M,81,01,01.014,01.014.018100,01.014.018100.2,1889,2
1993,M,81,01,01.014,01.014.018200,01.014.018200.1,1889,6
1993,M,81,01,01.014,01.014.018600,01.014.018600.5,1889,2
1993,M,81,01,01.015,01.015.016200,01.015.016200.3,1889,2
1993,M,81,01,01.016,01.016.017000,01.016.017000.2,1889,4
1993,M,81,01,01.018,01.018.019100,01.018.019100.4,1889,2
1993,M,81,01,01.002,01.002.000500,01.002.000500.1,1890,2
1993,M,81,01,01.008,01.008.005100,01.008.005100.2,1890,2
1993,M,81,01,01.008,01.008.006800,01.008.006800.6,1890,2
1993,M,81,01,01.015,01.015.016200,01.015.016200.3,1890,2
1993,M,81,01,01.008,01.008.007700,01.008.007700.3,1910,2
1993,M,81,01,01.002,01.002.000800,01.002.000800.2,1916,2
1993,M,82,01,01.008,01.008.006500,01.008.006500.3,1550,2
1993,M,82,01,01.011,01.011.015600,01.011.015600.6,1550,2
1993,M,82,01,01.011,01.011.014800,01.011.014800.6,1552,2
1993,M,82,01,01.008,01.008.004400,01.008.004400.8,1622,2
1993,M,82,01,01.008,01.008.006400,01.008.006400.4,1622,2
1993,M,82,01,01.008,01.008.007600,01.008.007600.1,1622,2
1993,M,82,01,01.008,01.008.007700,01.008.007700.5,1622,2
1993,M,82,01,01.002,01.002.000700,01.002.000700.4,1623,2
1993,M,82,01,01.002,01.002.001500,01.002.001500.2,1623,2
1993,M,82,01,01.008,01.008.003600,01.008.003600.3,1623,2
1993,M,82,01,01.008,01.008.005500,01.008.005500.5,1623,2
1993,M,82,01,01.008,01.008.006700,01.008.006700.5,1623,2
1993,M,82,01,01.008,01.008.009400,01.008.009400.5,1623,2
1993,M,82,01,01.008,01.008.009600,01.008.009600.9,1623,2
1993,M,82,01,01.008,01.008.009900,01.008.009900.6,1623,2
1993,M,82,01,01.008,01.008.010300,01.008.010300.1,1623,2
1993,M,82,01,01.011,01.011.014000,01.011.014000.2,1623,2
1993,M,82,01,01.011,01.011.014600,01.011.014600.7,1623,2
1993,M,82,01,01.018,01.018.019300,01.018.019300.3,1623,2
1993,M,82,01,01.002,01.002.001000,01.002.001000.6,1625,2
1993,M,82,01,01.011,01.011.014000,01.011.014000.1,1625,2
1993,M,82,01,01.014,01.014.018300,01.014.018300.2,1625,2
1993,M,82,01,01.004,01.004.011600,01.004.011600.8,1628,2
1993,M,82,01,01.002,01.002.000600,01.002.000600.2,1629,4
1993,M,82,01,01.002,01.002.000800,01.002.000800.2,1629,2
1993,M,82,01,01.002,01.002.000900,01.002.000900.9,1629,2
1993,M,82,01,01.002,01.002.001100,01.002.001100.3,1629,2
1993,M,82,01,01.002,01.002.001900,01.002.001900.2,1629,2
1993,M,82,01,01.004,01.004.011600,01.004.011600.9,1629,2
1993,M,82,01,01.004,01.004.011700,01.004.011700.2,1629,2
1993,M,82,01,01.008,01.008.001000,01.008.001000.7,1629,4
1993,M,82,01,01.008,01.008.003700,01.008.003700.7,1629,4
1993,M,82,01,01.008,01.008.003800,01.008.003800.2,1629,2
1993,M,82,01,01.008,01.008.003900,01.008.003900.6,1629,2
1993,M,82,01,01.008,01.008.004100,01.008.004100.5,1629,4
1993,M,82,01,01.008,01.008.004300,01.008.004300.2,1629,2
1993,M,82,01,01.008,01.008.004400,01.008.004400.3,1629,2
1993,M,82,01,01.008,01.008.004500,01.008.004500.2,1629,2
1993,M,82,01,01.008,01.008.005400,01.008.005400.3,1629,4
1993,M,82,01,01.008,01.008.005500,01.008.005500.6,1629,2
1993,M,82,01,01.008,01.008.005600,01.008.005600.3,1629,2
1993,M,82,01,01.008,01.008.006100,01.008.006100.4,1629,2
1993,M,82,01,01.008,01.008.007600,01.008.007600.2,1629,2
1993,M,82,01,01.008,01.008.007700,01.008.007700.3,1629,4
1993,M,82,01,01.008,01.008.007800,01.008.007800.3,1629,2
1993,M,82,01,01.008,01.008.008000,01.008.008000.7,1629,2
1993,M,82,01,01.008,01.008.008200,01.008.008200.4,1629,2
1993,M,82,01,01.008,01.008.008600,01.008.008600.1,1629,2
1993,M,82,01,01.008,01.008.008700,01.008.008700.6,1629,2
1993,M,82,01,01.008,01.008.008800,01.008.008800.6,1629,4
1993,M,82,01,01.008,01.008.009600,01.008.009600.8,1629,2
1993,M,82,01,01.008,01.008.010500,01.008.010500.3,1629,2
1993,M,82,01,01.008,01.008.010600,01.008.010600.6,1629,2
1993,M,82,01,01.008,01.008.010800,01.008.010800.2,1629,2
1993,M,82,01,01.008,01.008.011000,01.008.011000.1,1629,2
1993,M,82,01,01.009,01.009.002700,01.009.002700.4,1629,2
1993,M,82,01,01.011,01.011.012800,01.011.012800.4,1629,2
1993,M,82,01,01.011,01.011.013300,01.011.013300.6,1629,2
1993,M,82,01,01.011,01.011.013700,01.011.013700.2,1629,2
1993,M,82,01,01.011,01.011.013700,01.011.013700.5,1629,2
1993,M,82,01,01.011,01.011.014600,01.011.014600.4,1629,2
1993,M,82,01,01.011,01.011.014800,01.011.014800.6,1629,2
1993,M,82,01,01.011,01.011.015500,01.011.015500.1,1629,2
1993,M,82,01,01.013,01.013.016200,01.013.016200.6,1629,2
1993,M,82,01,01.013,01.013.016600,01.013.016600.2,1629,2
1993,M,82,01,01.014,01.014.017300,01.014.017300.7,1629,2
1993,M,82,01,01.014,01.014.017700,01.014.017700.2,1629,2
1993,M,82,01,01.014,01.014.017700,01.014.017700.8,1629,2
1993,M,82,01,01.014,01.014.018200,01.014.018200.7,1629,2
1993,M,82,01,01.014,01.014.018400,01.014.018400.1,1629,2
1993,M,82,01,01.014,01.014.018600,01.014.018600.5,1629,2
1993,M,82,01,01.008,01.008.003600,01.008.003600.3,1882,2
1993,M,82,01,01.011,01.011.013500,01.011.013500.1,1882,2
1993,M,82,01,01.002,01.002.000700,01.002.000700.1,1883,2
1993,M,82,01,01.008,01.008.006700,01.008.006700.2,1883,2
1993,M,82,01,01.008,01.008.010900,01.008.010900.6,1886,2
1993,M,82,01,01.009,01.009.003200,01.009.003200.2,1886,2
1993,M,82,01,01.002,01.002.002100,01.002.002100.1,1888,2
1993,M,82,01,01.004,01.004.011800,01.004.011800.2,1888,2
1993,M,82,01,01.002,01.002.001500,01.002.001500.7,1889,2
1993,M,82,01,01.002,01.002.002300,01.002.002300.8,1889,4
1993,M,82,01,01.003,01.003.003400,01.003.003400.2,1889,2
1993,M,82,01,01.007,01.007.012100,01.007.012100.1,1889,4
1993,M,82,01,01.008,01.008.003700,01.008.003700.7,1889,2
1993,M,82,01,01.008,01.008.005200,01.008.005200.5,1889,2
1993,M,82,01,01.008,01.008.005900,01.008.005900.6,1889,2
1993,M,82,01,01.008,01.008.006000,01.008.006000.3,1889,2
1993,M,82,01,01.008,01.008.006100,01.008.006100.3,1889,2
1993,M,82,01,01.008,01.008.006500,01.008.006500.2,1889,2
1993,M,82,01,01.008,01.008.006800,01.008.006800.6,1889,2
1993,M,82,01,01.008,01.008.007300,01.008.007300.7,1889,2
1993,M,82,01,01.008,01.008.007700,01.008.007700.2,1889,2
1993,M,82,01,01.008,01.008.007700,01.008.007700.5,1889,2
1993,M,82,01,01.008,01.008.007700,01.008.007700.7,1889,2
1993,M,82,01,01.008,01.008.007800,01.008.007800.7,1889,2
1993,M,82,01,01.008,01.008.008800,01.008.008800.2,1889,2
1993,M,82,01,01.008,01.008.008900,01.008.008900.3,1889,2
1993,M,82,01,01.008,01.008.009200,01.008.009200.7,1889,2
1993,M,82,01,01.008,01.008.009400,01.008.009400.5,1889,4
1993,M,82,01,01.008,01.008.009700,01.008.009700.5,1889,2
1993,M,82,01,01.008,01.008.009900,01.008.009900.4,1889,4
1993,M,82,01,01.008,01.008.010500,01.008.010500.1,1889,2
1993,M,82,01,01.008,01.008.010600,01.008.010600.6,1889,4
1993,M,82,01,01.008,01.008.010900,01.008.010900.7,1889,2
1993,M,82,01,01.011,01.011.015400,01.011.015400.1,1889,2
1993,M,82,01,01.011,01.011.015400,01.011.015400.2,1889,2
1993,M,82,01,01.014,01.014.017800,01.014.017800.3,1889,2
1993,M,82,01,01.014,01.014.017900,01.014.017900.2,1889,2
1993,M,82,01,01.014,01.014.018300,01.014.018300.1,1889,2
1993,M,82,01,01.014,01.014.018600,01.014.018600.4,1889,2
1993,M,82,01,01.018,01.018.019200,01.018.019200.1,1889,2
1993,M,82,01,01.002,01.002.001000,01.002.001000.5,1890,2
1993,M,82,01,01.008,01.008.005400,01.008.005400.4,1890,4
1993,M,82,01,01.008,01.008.008700,01.008.008700.5,1890,2
1993,M,82,01,01.011,01.011.013800,01.011.013800.8,1891,4
1993,M,82,01,01.002,01.002.000400,01.002.000400.6,1899,2
1993,M,82,01,01.008,01.008.009300,01.008.009300.8,1916,2
1993,M,82,01,01.018,01.018.019500,01.018.019500.2,1916,2
1993,M,83,01,01.008,01.008.009600,01.008.009600.7,1550,2
1993,M,83,01,01.018,01.018.019100,01.018.019100.1,1550,2
1993,M,83,01,01.004,01.004.011300,01.004.011300.1,1622,2
1993,M,83,01,01.008,01.008.003800,01.008.003800.5,1622,2
1993,M,83,01,01.008,01.008.005600,01.008.005600.6,1622,2
1993,M,83,01,01.008,01.008.007700,01.008.007700.3,1622,2
1993,M,83,01,01.008,01.008.007900,01.008.007900.4,1622,2
1993,M,83,01,01.008,01.008.008100,01.008.008100.2,1622,2
1993,M,83,01,01.008,01.008.008100,01.008.008100.5,1622,2
1993,M,83,01,01.008,01.008.009000,01.008.009000.7,1622,2
1993,M,83,01,01.011,01.011.013900,01.011.013900.4,1622,2
1993,M,83,01,01.003,01.003.003400,01.003.003400.1,1623,2
1993,M,83,01,01.008,01.008.006100,01.008.006100.1,1623,2
1993,M,83,01,01.008,01.008.006700,01.008.006700.2,1623,2
1993,M,83,01,01.008,01.008.008900,01.008.008900.2,1623,2
1993,M,83,01,01.008,01.008.009000,01.008.009000.6,1623,2
1993,M,83,01,01.008,01.008.009401,01.008.009401.1,1623,2
1993,M,83,01,01.008,01.008.010900,01.008.010900.7,1623,2
1993,M,83,01,01.011,01.011.013000,01.011.013000.7,1623,2
1993,M,83,01,01.011,01.011.015700,01.011.015700.1,1623,2
1993,M,83,01,01.013,01.013.016100,01.013.016100.2,1623,2
1993,M,83,01,01.014,01.014.018500,01.014.018500.7,1623,2
1993,M,83,01,01.009,01.009.003100,01.009.003100.1,1624,2
1993,M,83,01,01.011,01.011.013300,01.011.013300.2,1624,2
1993,M,83,01,01.008,01.008.005200,01.008.005200.2,1625,2
1993,M,83,01,01.008,01.008.008700,01.008.008700.7,1625,2
1993,M,83,01,01.008,01.008.010500,01.008.010500.3,1625,2
1993,M,83,01,01.014,01.014.017900,01.014.017900.2,1625,2
1993,M,83,01,01.018,01.018.019100,01.018.019100.1,1625,2
1993,M,83,01,01.018,01.018.019100,01.018.019100.5,1625,2
1993,M,83,01,01.002,01.002.000400,01.002.000400.3,1629,2
1993,M,83,01,01.002,01.002.000600,01.002.000600.4,1629,2
1993,M,83,01,01.002,01.002.000700,01.002.000700.3,1629,2
1993,M,83,01,01.002,01.002.000800,01.002.000800.1,1629,2
1993,M,83,01,01.002,01.002.001800,01.002.001800.8,1629,2
1993,M,83,01,01.004,01.004.011700,01.004.011700.6,1629,2
1993,M,83,01,01.004,01.004.011800,01.004.011800.2,1629,2
1993,M,83,01,01.007,01.007.012200,01.007.012200.5,1629,2
1993,M,83,01,01.008,01.008.003800,01.008.003800.3,1629,2
1993,M,83,01,01.008,01.008.004300,01.008.004300.4,1629,2
1993,M,83,01,01.008,01.008.004400,01.008.004400.8,1629,4
1993,M,83,01,01.008,01.008.004600,01.008.004600.1,1629,2
1993,M,83,01,01.008,01.008.004900,01.008.004900.3,1629,2
1993,M,83,01,01.008,01.008.005400,01.008.005400.4,1629,2
1993,M,83,01,01.008,01.008.005900,01.008.005900.8,1629,2
1993,M,83,01,01.008,01.008.006600,01.008.006600.1,1629,2
1993,M,83,01,01.008,01.008.006900,01.008.006900.3,1629,2
1993,M,83,01,01.008,01.008.007000,01.008.007000.6,1629,2
1993,M,83,01,01.008,01.008.007200,01.008.007200.1,1629,2
1993,M,83,01,01.008,01.008.007300,01.008.007300.2,1629,2
1993,M,83,01,01.008,01.008.007600,01.008.007600.3,1629,4
1993,M,83,01,01.008,01.008.007600,01.008.007600.7,1629,2
1993,M,83,01,01.008,01.008.007900,01.008.007900.4,1629,2
1993,M,83,01,01.008,01.008.008000,01.008.008000.3,1629,2
1993,M,83,01,01.008,01.008.008000,01.008.008000.4,1629,2
1993,M,83,01,01.008,01.008.009000,01.008.009000.2,1629,4
1993,M,83,01,01.008,01.008.009600,01.008.009600.7,1629,2
1993,M,83,01,01.008,01.008.010200,01.008.010200.4,1629,2
1993,M,83,01,01.009,01.009.003200,01.009.003200.6,1629,2
1993,M,83,01,01.011,01.011.014800,01.011.014800.1,1629,2
1993,M,83,01,01.011,01.011.015500,01.011.015500.3,1629,2
1993,M,83,01,01.013,01.013.016200,01.013.016200.4,1629,2
1993,M,83,01,01.013,01.013.016300,01.013.016300.4,1629,2
1993,M,83,01,01.013,01.013.016500,01.013.016500.2,1629,2
1993,M,83,01,01.014,01.014.017900,01.014.017900.2,1629,2
1993,M,83,01,01.014,01.014.018500,01.014.018500.7,1629,2
1993,M,83,01,01.014,01.014.018600,01.014.018600.2,1629,2
1993,M,83,01,01.015,01.015.016900,01.015.016900.2,1629,4
1993,M,83,01,01.017,01.017.019000,01.017.019000.2,1629,4
1993,M,83,01,01.018,01.018.019100,01.018.019100.1,1629,2
1993,M,83,01,01.018,01.018.019300,01.018.019300.2,1629,2
1993,M,83,01,01.008,01.008.005100,01.008.005100.5,1884,2
1993,M,83,01,01.008,01.008.010700,01.008.010700.1,1884,2
1993,M,83,01,01.015,01.015.016200,01.015.016200.2,1884,2
1993,M,83,01,01.008,01.008.009500,01.008.009500.3,1888,2
1993,M,83,01,01.011,01.011.014700,01.011.014700.3,1888,2
1993,M,83,01,01.002,01.002.000400,01.002.000400.2,1889,2
1993,M,83,01,01.002,01.002.000500,01.002.000500.7,1889,4
1993,M,83,01,01.002,01.002.001800,01.002.001800.8,1889,2
1993,M,83,01,01.002,01.002.002300,01.002.002300.6,1889,2
1993,M,83,01,01.004,01.004.011600,01.004.011600.2,1889,2
1993,M,83,01,01.004,01.004.011800,01.004.011800.2,1889,2
1993,M,83,01,01.007,01.007.012100,01.007.012100.3,1889,2
1993,M,83,01,01.008,01.008.004300,01.008.004300.4,1889,2
1993,M,83,01,01.008,01.008.004700,01.008.004700.4,1889,2
1993,M,83,01,01.008,01.008.004900,01.008.004900.1,1889,2
1993,M,83,01,01.008,01.008.005700,01.008.005700.4,1889,2
1993,M,83,01,01.008,01.008.006500,01.008.006500.3,1889,2
1993,M,83,01,01.008,01.008.007600,01.008.007600.2,1889,2
1993,M,83,01,01.008,01.008.007600,01.008.007600.3,1889,2
1993,M,83,01,01.008,01.008.007700,01.008.007700.3,1889,2
1993,M,83,01,01.008,01.008.008800,01.008.008800.5,1889,2
1993,M,83,01,01.008,01.008.008900,01.008.008900.1,1889,2
1993,M,83,01,01.008,01.008.009200,01.008.009200.3,1889,2
1993,M,83,01,01.008,01.008.010200,01.008.010200.2,1889,2
1993,M,83,01,01.008,01.008.010300,01.008.010300.5,1889,2
1993,M,83,01,01.011,01.011.013000,01.011.013000.2,1889,2
1993,M,83,01,01.011,01.011.014800,01.011.014800.5,1889,2
1993,M,83,01,01.014,01.014.017200,01.014.017200.1,1889,2
1993,M,83,01,01.014,01.014.017300,01.014.017300.2,1889,4
1993,M,83,01,01.014,01.014.018400,01.014.018400.6,1889,2
1993,M,83,01,01.017,01.017.019000,01.017.019000.2,1889,2
1993,M,83,01,01.002,01.002.000800,01.002.000800.1,1890,2
1993,M,83,01,01.002,01.002.001000,01.002.001000.2,1890,2
1993,M,83,01,01.004,01.004.011900,01.004.011900.2,1890,2
1993,M,83,01,01.008,01.008.005400,01.008.005400.3,1890,2
1993,M,83,01,01.008,01.008.005500,01.008.005500.5,1890,2
1993,M,83,01,01.008,01.008.007500,01.008.007500.1,1890,2
1993,M,83,01,01.008,01.008.008200,01.008.008200.6,1890,2
1993,M,83,01,01.008,01.008.008900,01.008.008900.3,1890,2
1993,M,83,01,01.008,01.008.009700,01.008.009700.4,1890,2
1993,M,83,01,01.011,01.011.013800,01.011.013800.2,1890,4
1993,M,83,01,01.011,01.011.014700,01.011.014700.1,1890,4
1993,M,83,01,01.018,01.018.019500,01.018.019500.1,1890,2
1993,M,83,01,01.014,01.014.018200,01.014.018200.1,1899,2
1993,M,83,01,01.008,01.008.009700,01.008.009700.3,1919,2
1993,M,83,01,01.011,01.011.014300,01.011.014300.6,1919,2
1993,M,84,01,01.004,01.004.011300,01.004.011300.4,1622,2
1993,M,84,01,01.008,01.008.006100,01.008.006100.5,1622,2
1993,M,84,01,01.008,01.008.006800,01.008.006800.2,1622,2
