SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.008.006900.3","01.008.006900.3","526","{""type"":""Point"",""coordinates"":[-6.4546,54.5094]}"
"01.008.006900.4","01.008.006900.4","527","{""type"":""Point"",""coordinates"":[-6.44793,54.5078]}"
"01.008.006900.5","01.008.006900.5","528","{""type"":""Point"",""coordinates"":[-6.4395,54.5123]}"
"01.008.006900.6","01.008.006900.6","529","{""type"":""Point"",""coordinates"":[-6.43716,54.5062]}"
"01.008.007000.1","01.008.007000.1","530","{""type"":""Point"",""coordinates"":[-6.38042,54.5051]}"
"01.008.007000.2","01.008.007000.2","531","{""type"":""Point"",""coordinates"":[-6.38276,54.4826]}"
"01.008.007000.3","01.008.007000.3","532","{""type"":""Point"",""coordinates"":[-6.41109,54.5017]}"
"01.008.007000.4","01.008.007000.4","533","{""type"":""Point"",""coordinates"":[-6.4037,54.4992]}"
"01.008.007000.5","01.008.007000.5","534","{""type"":""Point"",""coordinates"":[-6.39961,54.4929]}"
"01.008.007000.6","01.008.007000.6","535","{""type"":""Point"",""coordinates"":[-6.40769,54.4922]}"
"01.008.007000.7","01.008.007000.7","536","{""type"":""Point"",""coordinates"":[-6.40006,54.4785]}"
"01.008.007100.1","01.008.007100.1","537","{""type"":""Point"",""coordinates"":[-6.44968,54.4977]}"
"01.008.007100.2","01.008.007100.2","538","{""type"":""Point"",""coordinates"":[-6.43383,54.499]}"
"01.008.007100.3","01.008.007100.3","539","{""type"":""Point"",""coordinates"":[-6.42455,54.4989]}"
"01.008.007100.4","01.008.007100.4","540","{""type"":""Point"",""coordinates"":[-6.42284,54.4914]}"
"01.008.007100.5","01.008.007100.5","541","{""type"":""Point"",""coordinates"":[-6.4484,54.4895]}"
"01.008.007100.6","01.008.007100.6","542","{""type"":""Point"",""coordinates"":[-6.43829,54.4887]}"
"01.008.007100.7","01.008.007100.7","543","{""type"":""Point"",""coordinates"":[-6.42665,54.4785]}"
"01.008.007200.1","01.008.007200.1","544","{""type"":""Point"",""coordinates"":[-6.52155,54.5086]}"
"01.008.007200.2","01.008.007200.2","545","{""type"":""Point"",""coordinates"":[-6.54262,54.5037]}"
"01.008.007200.3","01.008.007200.3","546","{""type"":""Point"",""coordinates"":[-6.56171,54.5009]}"
"01.008.007200.4","01.008.007200.4","547","{""type"":""Point"",""coordinates"":[-6.55864,54.4964]}"
"01.008.007200.5","01.008.007200.5","548","{""type"":""Point"",""coordinates"":[-6.53625,54.4952]}"
"01.008.007200.6","01.008.007200.6","549","{""type"":""Point"",""coordinates"":[-6.53926,54.4929]}"
"01.008.007300.1","01.008.007300.1","550","{""type"":""Point"",""coordinates"":[-6.50935,54.5007]}"
"01.008.007300.2","01.008.007300.2","551","{""type"":""Point"",""coordinates"":[-6.52578,54.497]}"
"01.008.007300.3","01.008.007300.3","552","{""type"":""Point"",""coordinates"":[-6.49684,54.503]}"
"01.008.007300.4","01.008.007300.4","553","{""type"":""Point"",""coordinates"":[-6.48816,54.4951]}"
"01.008.007300.5","01.008.007300.5","554","{""type"":""Point"",""coordinates"":[-6.50762,54.4881]}"
"01.008.007300.6","01.008.007300.6","555","{""type"":""Point"",""coordinates"":[-6.53457,54.4824]}"
"01.008.007300.7","01.008.007300.7","556","{""type"":""Point"",""coordinates"":[-6.52436,54.4832]}"
"01.008.007400.1","01.008.007400.1","557","{""type"":""Point"",""coordinates"":[-6.47502,54.498]}"
"01.008.007400.2","01.008.007400.2","558","{""type"":""Point"",""coordinates"":[-6.49747,54.4899]}"
"01.008.007400.3","01.008.007400.3","559","{""type"":""Point"",""coordinates"":[-6.48173,54.4871]}"
"01.008.007400.4","01.008.007400.4","560","{""type"":""Point"",""coordinates"":[-6.47548,54.4899]}"
"01.008.007400.5","01.008.007400.5","561","{""type"":""Point"",""coordinates"":[-6.49382,54.4811]}"
"01.008.007400.6","01.008.007400.6","562","{""type"":""Point"",""coordinates"":[-6.48007,54.4791]}"
"01.008.007400.7","01.008.007400.7","563","{""type"":""Point"",""coordinates"":[-6.48559,54.479]}"
"01.008.007400.8","01.008.007400.8","564","{""type"":""Point"",""coordinates"":[-6.4828,54.4708]}"
"01.008.007500.1","01.008.007500.1","565","{""type"":""Point"",""coordinates"":[-6.46486,54.497]}"
"01.008.007500.2","01.008.007500.2","566","{""type"":""Point"",""coordinates"":[-6.46358,54.4883]}"
"01.008.007500.3","01.008.007500.3","567","{""type"":""Point"",""coordinates"":[-6.44758,54.4825]}"
"01.008.007500.4","01.008.007500.4","568","{""type"":""Point"",""coordinates"":[-6.45451,54.4818]}"
"01.008.007500.5","01.008.007500.5","569","{""type"":""Point"",""coordinates"":[-6.43725,54.4807]}"
"01.008.007500.6","01.008.007500.6","570","{""type"":""Point"",""coordinates"":[-6.46377,54.4796]}"
"01.008.007500.7","01.008.007500.7","571","{""type"":""Point"",""coordinates"":[-6.47487,54.4726]}"
"01.008.007500.8","01.008.007500.8","572","{""type"":""Point"",""coordinates"":[-6.46356,54.4726]}"
"01.008.007600.1","01.008.007600.1","573","{""type"":""Point"",""coordinates"":[-6.44517,54.47]}"
"01.008.007600.2","01.008.007600.2","574","{""type"":""Point"",""coordinates"":[-6.43558,54.4743]}"
"01.008.007600.3","01.008.007600.3","575","{""type"":""Point"",""coordinates"":[-6.48575,54.4669]}"
"01.008.007600.4","01.008.007600.4","576","{""type"":""Point"",""coordinates"":[-6.46349,54.4631]}"
"01.008.007600.5","01.008.007600.5","577","{""type"":""Point"",""coordinates"":[-6.47381,54.4638]}"
"01.008.007600.6","01.008.007600.6","578","{""type"":""Point"",""coordinates"":[-6.44245,54.4653]}"
"01.008.007600.7","01.008.007600.7","579","{""type"":""Point"",""coordinates"":[-6.48706,54.4615]}"
"01.008.007600.8","01.008.007600.8","580","{""type"":""Point"",""coordinates"":[-6.44229,54.4611]}"
"01.008.007700.1","01.008.007700.1","581","{""type"":""Point"",""coordinates"":[-6.67367,54.4947]}"
"01.008.007700.2","01.008.007700.2","582","{""type"":""Point"",""coordinates"":[-6.662,54.5012]}"
"01.008.007700.3","01.008.007700.3","583","{""type"":""Point"",""coordinates"":[-6.66366,54.4971]}"
"01.008.007700.4","01.008.007700.4","584","{""type"":""Point"",""coordinates"":[-6.66146,54.492]}"
"01.008.007700.5","01.008.007700.5","585","{""type"":""Point"",""coordinates"":[-6.66616,54.4803]}"
"01.008.007700.6","01.008.007700.6","586","{""type"":""Point"",""coordinates"":[-6.65804,54.4834]}"
"01.008.007700.7","01.008.007700.7","587","{""type"":""Point"",""coordinates"":[-6.66948,54.4794]}"
"01.008.007800.1","01.008.007800.1","588","{""type"":""Point"",""coordinates"":[-6.64829,54.4999]}"
"01.008.007800.2","01.008.007800.2","589","{""type"":""Point"",""coordinates"":[-6.63758,54.501]}"
"01.008.007800.3","01.008.007800.3","590","{""type"":""Point"",""coordinates"":[-6.62283,54.5005]}"
"01.008.007800.4","01.008.007800.4","591","{""type"":""Point"",""coordinates"":[-6.63538,54.4968]}"
"01.008.007800.5","01.008.007800.5","592","{""type"":""Point"",""coordinates"":[-6.62352,54.4939]}"
"01.008.007800.6","01.008.007800.6","593","{""type"":""Point"",""coordinates"":[-6.64297,54.4904]}"
"01.008.007800.7","01.008.007800.7","594","{""type"":""Point"",""coordinates"":[-6.6515,54.485]}"
"01.008.007800.8","01.008.007800.8","595","{""type"":""Point"",""coordinates"":[-6.65134,54.4792]}"
"01.008.007900.1","01.008.007900.1","596","{""type"":""Point"",""coordinates"":[-6.6113,54.5085]}"
"01.008.007900.2","01.008.007900.2","597","{""type"":""Point"",""coordinates"":[-6.61122,54.5015]}"
"01.008.007900.3","01.008.007900.3","598","{""type"":""Point"",""coordinates"":[-6.59885,54.5025]}"
"01.008.007900.4","01.008.007900.4","599","{""type"":""Point"",""coordinates"":[-6.61125,54.4946]}"
"01.008.008000.1","01.008.008000.1","600","{""type"":""Point"",""coordinates"":[-6.57504,54.5032]}"
"01.008.008000.2","01.008.008000.2","601","{""type"":""Point"",""coordinates"":[-6.58902,54.5009]}"
"01.008.008000.3","01.008.008000.3","602","{""type"":""Point"",""coordinates"":[-6.58251,54.4999]}"
"01.008.008000.4","01.008.008000.4","603","{""type"":""Point"",""coordinates"":[-6.57408,54.4966]}"
"01.008.008000.5","01.008.008000.5","604","{""type"":""Point"",""coordinates"":[-6.59864,54.4944]}"
"01.008.008000.6","01.008.008000.6","605","{""type"":""Point"",""coordinates"":[-6.55642,54.4917]}"
"01.008.008000.7","01.008.008000.7","606","{""type"":""Point"",""coordinates"":[-6.57037,54.4824]}"
"01.008.008100.1","01.008.008100.1","607","{""type"":""Point"",""coordinates"":[-6.6213,54.4827]}"
"01.008.008100.2","01.008.008100.2","608","{""type"":""Point"",""coordinates"":[-6.60799,54.4854]}"
"01.008.008100.3","01.008.008100.3","609","{""type"":""Point"",""coordinates"":[-6.59715,54.4829]}"
"01.008.008100.4","01.008.008100.4","610","{""type"":""Point"",""coordinates"":[-6.57574,54.4845]}"
"01.008.008100.5","01.008.008100.5","611","{""type"":""Point"",""coordinates"":[-6.58884,54.4835]}"
"01.008.008100.6","01.008.008100.6","612","{""type"":""Point"",""coordinates"":[-6.58158,54.4853]}"
"01.008.008100.7","01.008.008100.7","613","{""type"":""Point"",""coordinates"":[-6.61004,54.4788]}"
"01.008.008200.1","01.008.008200.1","614","{""type"":""Point"",""coordinates"":[-6.65987,54.4762]}"
"01.008.008200.2","01.008.008200.2","615","{""type"":""Point"",""coordinates"":[-6.67194,54.4762]}"
"01.008.008200.3","01.008.008200.3","616","{""type"":""Point"",""coordinates"":[-6.66406,54.4724]}"
"01.008.008200.4","01.008.008200.4","617","{""type"":""Point"",""coordinates"":[-6.66239,54.4677]}"
"01.008.008200.5","01.008.008200.5","618","{""type"":""Point"",""coordinates"":[-6.64093,54.4718]}"
"01.008.008200.6","01.008.008200.6","619","{""type"":""Point"",""coordinates"":[-6.64238,54.4665]}"
"01.008.008200.7","01.008.008200.7","620","{""type"":""Point"",""coordinates"":[-6.64065,54.4626]}"
"01.008.008300.1","01.008.008300.1","621","{""type"":""Point"",""coordinates"":[-6.63489,54.4865]}"
"01.008.008300.2","01.008.008300.2","622","{""type"":""Point"",""coordinates"":[-6.64365,54.4854]}"
"01.008.008300.3","01.008.008300.3","623","{""type"":""Point"",""coordinates"":[-6.63485,54.4787]}"
"01.008.008300.4","01.008.008300.4","624","{""type"":""Point"",""coordinates"":[-6.64248,54.4779]}"
"01.008.008300.5","01.008.008300.5","625","{""type"":""Point"",""coordinates"":[-6.61954,54.4725]}"
"01.008.008300.6","01.008.008300.6","626","{""type"":""Point"",""coordinates"":[-6.63237,54.4721]}"
"01.008.008300.7","01.008.008300.7","627","{""type"":""Point"",""coordinates"":[-6.62004,54.4652]}"
"01.008.008300.8","01.008.008300.8","628","{""type"":""Point"",""coordinates"":[-6.63046,54.4641]}"
"01.008.008400.1","01.008.008400.1","629","{""type"":""Point"",""coordinates"":[-6.67075,54.4543]}"
"01.008.008400.2","01.008.008400.2","630","{""type"":""Point"",""coordinates"":[-6.66334,54.4554]}"
"01.008.008400.3","01.008.008400.3","631","{""type"":""Point"",""coordinates"":[-6.63718,54.4503]}"
"01.008.008400.4","01.008.008400.4","632","{""type"":""Point"",""coordinates"":[-6.65512,54.4557]}"
"01.008.008400.5","01.008.008400.5","633","{""type"":""Point"",""coordinates"":[-6.65852,54.4491]}"
"01.008.008400.6","01.008.008400.6","634","{""type"":""Point"",""coordinates"":[-6.66924,54.448]}"
"01.008.008400.7","01.008.008400.7","635","{""type"":""Point"",""coordinates"":[-6.65717,54.4475]}"
"01.008.008500.1","01.008.008500.1","636","{""type"":""Point"",""coordinates"":[-6.60934,54.4701]}"
"01.008.008500.2","01.008.008500.2","637","{""type"":""Point"",""coordinates"":[-6.59781,54.4699]}"
"01.008.008500.3","01.008.008500.3","638","{""type"":""Point"",""coordinates"":[-6.59336,54.4692]}"
"01.008.008500.4","01.008.008500.4","639","{""type"":""Point"",""coordinates"":[-6.61714,54.455]}"
"01.008.008500.5","01.008.008500.5","640","{""type"":""Point"",""coordinates"":[-6.60813,54.454]}"
"01.008.008500.6","01.008.008500.6","641","{""type"":""Point"",""coordinates"":[-6.60383,54.4582]}"
"01.008.008500.7","01.008.008500.7","642","{""type"":""Point"",""coordinates"":[-6.59527,54.4542]}"
"01.008.008500.8","01.008.008500.8","643","{""type"":""Point"",""coordinates"":[-6.60933,54.4392]}"
"01.008.008600.1","01.008.008600.1","644","{""type"":""Point"",""coordinates"":[-6.54543,54.4865]}"
"01.008.008600.2","01.008.008600.2","645","{""type"":""Point"",""coordinates"":[-6.56017,54.4828]}"
"01.008.008600.3","01.008.008600.3","646","{""type"":""Point"",""coordinates"":[-6.57864,54.4695]}"
"01.008.008600.4","01.008.008600.4","647","{""type"":""Point"",""coordinates"":[-6.5713,54.4735]}"
"01.008.008600.5","01.008.008600.5","648","{""type"":""Point"",""coordinates"":[-6.55674,54.4719]}"
"01.008.008600.6","01.008.008600.6","649","{""type"":""Point"",""coordinates"":[-6.58573,54.4675]}"
"01.008.008700.1","01.008.008700.1","650","{""type"":""Point"",""coordinates"":[-6.50821,54.474]}"
"01.008.008700.2","01.008.008700.2","651","{""type"":""Point"",""coordinates"":[-6.5245,54.4705]}"
"01.008.008700.3","01.008.008700.3","652","{""type"":""Point"",""coordinates"":[-6.53938,54.4745]}"
"01.008.008700.4","01.008.008700.4","653","{""type"":""Point"",""coordinates"":[-6.53457,54.4687]}"
"01.008.008700.5","01.008.008700.5","654","{""type"":""Point"",""coordinates"":[-6.51023,54.4653]}"
"01.008.008700.6","01.008.008700.6","655","{""type"":""Point"",""coordinates"":[-6.52824,54.4575]}"
"01.008.008700.7","01.008.008700.7","656","{""type"":""Point"",""coordinates"":[-6.51074,54.4571]}"
"01.008.008700.8","01.008.008700.8","657","{""type"":""Point"",""coordinates"":[-6.5066,54.4508]}"
"01.008.008800.1","01.008.008800.1","658","{""type"":""Point"",""coordinates"":[-6.55601,54.4631]}"
"01.008.008800.2","01.008.008800.2","659","{""type"":""Point"",""coordinates"":[-6.5715,54.457]}"
"01.008.008800.3","01.008.008800.3","660","{""type"":""Point"",""coordinates"":[-6.58155,54.4587]}"
"01.008.008800.4","01.008.008800.4","661","{""type"":""Point"",""coordinates"":[-6.55878,54.4571]}"
"01.008.008800.5","01.008.008800.5","662","{""type"":""Point"",""coordinates"":[-6.55482,54.453]}"
"01.008.008800.6","01.008.008800.6","663","{""type"":""Point"",""coordinates"":[-6.54703,54.4516]}"
"01.008.008900.1","01.008.008900.1","664","{""type"":""Point"",""coordinates"":[-6.58,54.4526]}"
"01.008.008900.2","01.008.008900.2","665","{""type"":""Point"",""coordinates"":[-6.57115,54.4514]}"
"01.008.008900.3","01.008.008900.3","666","{""type"":""Point"",""coordinates"":[-6.60418,54.4376]}"
"01.008.008900.4","01.008.008900.4","667","{""type"":""Point"",""coordinates"":[-6.59219,54.4388]}"
"01.008.008900.5","01.008.008900.5","668","{""type"":""Point"",""coordinates"":[-6.57967,54.4399]}"
"01.008.008900.6","01.008.008900.6","669","{""type"":""Point"",""coordinates"":[-6.57225,54.4406]}"
"01.008.008900.7","01.008.008900.7","670","{""type"":""Point"",""coordinates"":[-6.56714,54.4408]}"
"01.008.009000.1","01.008.009000.1","671","{""type"":""Point"",""coordinates"":[-6.52735,54.4454]}"
"01.008.009000.2","01.008.009000.2","672","{""type"":""Point"",""coordinates"":[-6.55483,54.4447]}"
"01.008.009000.3","01.008.009000.3","673","{""type"":""Point"",""coordinates"":[-6.54692,54.4428]}"
"01.008.009000.4","01.008.009000.4","674","{""type"":""Point"",""coordinates"":[-6.5066,54.4421]}"
"01.008.009000.5","01.008.009000.5","675","{""type"":""Point"",""coordinates"":[-6.55608,54.4386]}"
"01.008.009000.6","01.008.009000.6","676","{""type"":""Point"",""coordinates"":[-6.52099,54.4281]}"
"01.008.009000.7","01.008.009000.7","677","{""type"":""Point"",""coordinates"":[-6.5079,54.4344]}"
"01.008.009000.8","01.008.009000.8","678","{""type"":""Point"",""coordinates"":[-6.52141,54.4239]}"
"01.008.009100.1","01.008.009100.1","679","{""type"":""Point"",""coordinates"":[-6.63129,54.4171]}"
"01.008.009100.2","01.008.009100.2","680","{""type"":""Point"",""coordinates"":[-6.61986,54.4213]}"
"01.008.009100.3","01.008.009100.3","681","{""type"":""Point"",""coordinates"":[-6.64292,54.4202]}"
"01.008.009100.4","01.008.009100.4","682","{""type"":""Point"",""coordinates"":[-6.66685,54.4085]}"
"01.008.009100.5","01.008.009100.5","683","{""type"":""Point"",""coordinates"":[-6.62817,54.4059]}"
"01.008.009100.6","01.008.009100.6","684","{""type"":""Point"",""coordinates"":[-6.67326,54.3842]}"
"01.008.009100.7","01.008.009100.7","685","{""type"":""Point"",""coordinates"":[-6.63764,54.3965]}"
"01.008.009200.1","01.008.009200.1","686","{""type"":""Point"",""coordinates"":[-6.60805,54.4268]}"
"01.008.009200.2","01.008.009200.2","687","{""type"":""Point"",""coordinates"":[-6.60287,54.4236]}"
"01.008.009200.3","01.008.009200.3","688","{""type"":""Point"",""coordinates"":[-6.59095,54.4276]}"
"01.008.009200.4","01.008.009200.4","689","{""type"":""Point"",""coordinates"":[-6.57849,54.4289]}"
"01.008.009200.5","01.008.009200.5","690","{""type"":""Point"",""coordinates"":[-6.59211,54.4133]}"
"01.008.009200.6","01.008.009200.6","691","{""type"":""Point"",""coordinates"":[-6.61855,54.4079]}"
"01.008.009200.7","01.008.009200.7","692","{""type"":""Point"",""coordinates"":[-6.61031,54.396]}"
"01.008.009200.8","01.008.009200.8","693","{""type"":""Point"",""coordinates"":[-6.6329,54.3932]}"
"01.008.009300.1","01.008.009300.1","694","{""type"":""Point"",""coordinates"":[-6.5546,54.424]}"
"01.008.009300.2","01.008.009300.2","695","{""type"":""Point"",""coordinates"":[-6.56766,54.415]}"
"01.008.009300.3","01.008.009300.3","696","{""type"":""Point"",""coordinates"":[-6.57776,54.4137]}"
"01.008.009300.4","01.008.009300.4","697","{""type"":""Point"",""coordinates"":[-6.55217,54.4117]}"
"01.008.009300.5","01.008.009300.5","698","{""type"":""Point"",""coordinates"":[-6.57648,54.3969]}"
"01.008.009300.6","01.008.009300.6","699","{""type"":""Point"",""coordinates"":[-6.5884,54.3958]}"
"01.008.009300.7","01.008.009300.7","700","{""type"":""Point"",""coordinates"":[-6.56432,54.3976]}"
"01.008.009300.8","01.008.009300.8","701","{""type"":""Point"",""coordinates"":[-6.55215,54.3971]}"
"01.008.009400.1","01.008.009400.1","702","{""type"":""Point"",""coordinates"":[-6.6064,54.3753]}"
"01.008.009400.2","01.008.009400.2","703","{""type"":""Point"",""coordinates"":[-6.57602,54.378]}"
"01.008.009400.3","01.008.009400.3","704","{""type"":""Point"",""coordinates"":[-6.56706,54.3714]}"
"01.008.009400.4","01.008.009400.4","705","{""type"":""Point"",""coordinates"":[-6.54795,54.3746]}"
"01.008.009400.5","01.008.009400.5","706","{""type"":""Point"",""coordinates"":[-6.56191,54.3566]}"
"01.008.009400.6","01.008.009400.6","707","{""type"":""Point"",""coordinates"":[-6.57288,54.3554]}"
"01.008.009400.7","01.008.009400.7","708","{""type"":""Point"",""coordinates"":[-6.608,54.354]}"
"01.008.009400.8","01.008.009400.8","709","{""type"":""Point"",""coordinates"":[-6.58822,54.3549]}"
"01.008.009400.9","01.008.009400.9","710","{""type"":""Point"",""coordinates"":[-6.60426,54.3314]}"
"01.008.009401.1","01.008.009401.1","711","{""type"":""Point"",""coordinates"":[-6.5841,54.335]}"
"01.008.009401.2","01.008.009401.2","712","{""type"":""Point"",""coordinates"":[-6.56821,54.3385]}"
"01.008.009401.3","01.008.009401.3","713","{""type"":""Point"",""coordinates"":[-6.56013,54.342]}"
"01.008.009401.4","01.008.009401.4","714","{""type"":""Point"",""coordinates"":[-6.5653,54.3282]}"
"01.008.009500.1","01.008.009500.1","715","{""type"":""Point"",""coordinates"":[-6.53655,54.4256]}"
"01.008.009500.2","01.008.009500.2","716","{""type"":""Point"",""coordinates"":[-6.54474,54.4227]}"
"01.008.009500.3","01.008.009500.3","717","{""type"":""Point"",""coordinates"":[-6.51072,54.4047]}"
"01.008.009500.4","01.008.009500.4","718","{""type"":""Point"",""coordinates"":[-6.54069,54.4096]}"
"01.008.009500.5","01.008.009500.5","719","{""type"":""Point"",""coordinates"":[-6.53318,54.3943]}"
"01.008.009500.6","01.008.009500.6","720","{""type"":""Point"",""coordinates"":[-6.51325,54.3838]}"
"01.008.009500.7","01.008.009500.7","721","{""type"":""Point"",""coordinates"":[-6.53432,54.3734]}"
"01.008.009500.8","01.008.009500.8","722","{""type"":""Point"",""coordinates"":[-6.54831,54.3571]}"
"01.008.009500.9","01.008.009500.9","723","{""type"":""Point"",""coordinates"":[-6.53589,54.3563]}"
"01.008.009600.1","01.008.009600.1","724","{""type"":""Point"",""coordinates"":[-6.49602,54.4519]}"
"01.008.009600.2","01.008.009600.2","725","{""type"":""Point"",""coordinates"":[-6.48493,54.4519]}"
"01.008.009600.3","01.008.009600.3","726","{""type"":""Point"",""coordinates"":[-6.47332,54.453]}"
"01.008.009600.4","01.008.009600.4","727","{""type"":""Point"",""coordinates"":[-6.47917,54.4511]}"
"01.008.009600.5","01.008.009600.5","728","{""type"":""Point"",""coordinates"":[-6.47338,54.4428]}"
"01.008.009600.6","01.008.009600.6","729","{""type"":""Point"",""coordinates"":[-6.49626,54.4443]}"
"01.008.009600.7","01.008.009600.7","730","{""type"":""Point"",""coordinates"":[-6.48474,54.4443]}"
"01.008.009600.8","01.008.009600.8","731","{""type"":""Point"",""coordinates"":[-6.49572,54.439]}"
"01.008.009600.9","01.008.009600.9","732","{""type"":""Point"",""coordinates"":[-6.48218,54.4386]}"
"01.008.009700.1","01.008.009700.1","733","{""type"":""Point"",""coordinates"":[-6.41256,54.4746]}"
"01.008.009700.2","01.008.009700.2","734","{""type"":""Point"",""coordinates"":[-6.39507,54.4578]}"
"01.008.009700.3","01.008.009700.3","735","{""type"":""Point"",""coordinates"":[-6.42092,54.4581]}"
"01.008.009700.4","01.008.009700.4","736","{""type"":""Point"",""coordinates"":[-6.43735,54.455]}"
"01.008.009700.5","01.008.009700.5","737","{""type"":""Point"",""coordinates"":[-6.45001,54.457]}"
"01.008.009700.6","01.008.009700.6","738","{""type"":""Point"",""coordinates"":[-6.46596,54.4543]}"
"01.008.009700.7","01.008.009700.7","739","{""type"":""Point"",""coordinates"":[-6.46325,54.4462]}"
"01.008.009700.8","01.008.009700.8","740","{""type"":""Point"",""coordinates"":[-6.44223,54.4462]}"
"01.008.009800.1","01.008.009800.1","741","{""type"":""Point"",""coordinates"":[-6.37042,54.4411]}"
"01.008.009800.2","01.008.009800.2","742","{""type"":""Point"",""coordinates"":[-6.39386,54.4496]}"
"01.008.009800.3","01.008.009800.3","743","{""type"":""Point"",""coordinates"":[-6.38033,54.4433]}"
"01.008.009800.4","01.008.009800.4","744","{""type"":""Point"",""coordinates"":[-6.39669,54.4417]}"
"01.008.009800.5","01.008.009800.5","745","{""type"":""Point"",""coordinates"":[-6.3826,54.4311]}"
"01.008.009800.6","01.008.009800.6","746","{""type"":""Point"",""coordinates"":[-6.37002,54.4191]}"
"01.008.009800.7","01.008.009800.7","747","{""type"":""Point"",""coordinates"":[-6.38457,54.4232]}"
"01.008.009900.1","01.008.009900.1","748","{""type"":""Point"",""coordinates"":[-6.43378,54.4481]}"
"01.008.009900.2","01.008.009900.2","749","{""type"":""Point"",""coordinates"":[-6.41942,54.4474]}"
"01.008.009900.3","01.008.009900.3","750","{""type"":""Point"",""coordinates"":[-6.40898,54.4465]}"
"01.008.009900.4","01.008.009900.4","751","{""type"":""Point"",""coordinates"":[-6.44453,54.4463]}"
"01.008.009900.5","01.008.009900.5","752","{""type"":""Point"",""coordinates"":[-6.44319,54.4389]}"
"01.008.009900.6","01.008.009900.6","753","{""type"":""Point"",""coordinates"":[-6.41407,54.4387]}"
"01.008.009900.7","01.008.009900.7","754","{""type"":""Point"",""coordinates"":[-6.40178,54.4362]}"
"01.008.009900.8","01.008.009900.8","755","{""type"":""Point"",""coordinates"":[-6.41409,54.4317]}"
"01.008.010100.1","01.008.010100.1","756","{""type"":""Point"",""coordinates"":[-6.46416,54.439]}"
"01.008.010100.2","01.008.010100.2","757","{""type"":""Point"",""coordinates"":[-6.45683,54.4296]}"
"01.008.010100.3","01.008.010100.3","758","{""type"":""Point"",""coordinates"":[-6.44254,54.4327]}"
"01.008.010100.4","01.008.010100.4","759","{""type"":""Point"",""coordinates"":[-6.46768,54.4286]}"
"01.008.010100.5","01.008.010100.5","760","{""type"":""Point"",""coordinates"":[-6.42811,54.4278]}"
"01.008.010100.6","01.008.010100.6","761","{""type"":""Point"",""coordinates"":[-6.4357,54.4238]}"
"01.008.010200.1","01.008.010200.1","762","{""type"":""Point"",""coordinates"":[-6.41745,54.4268]}"
"01.008.010200.2","01.008.010200.2","763","{""type"":""Point"",""coordinates"":[-6.39593,54.4242]}"
"01.008.010200.3","01.008.010200.3","764","{""type"":""Point"",""coordinates"":[-6.41372,54.4213]}"
"01.008.010200.4","01.008.010200.4","765","{""type"":""Point"",""coordinates"":[-6.41338,54.4188]}"
"01.008.010200.5","01.008.010200.5","766","{""type"":""Point"",""coordinates"":[-6.3943,54.411]}"
"01.008.010200.6","01.008.010200.6","767","{""type"":""Point"",""coordinates"":[-6.41754,54.416]}"
"01.008.010200.7","01.008.010200.7","768","{""type"":""Point"",""coordinates"":[-6.40709,54.413]}"
"01.008.010200.8","01.008.010200.8","769","{""type"":""Point"",""coordinates"":[-6.39715,54.4037]}"
"01.008.010300.1","01.008.010300.1","770","{""type"":""Point"",""coordinates"":[-6.46851,54.4168]}"
"01.008.010300.2","01.008.010300.2","771","{""type"":""Point"",""coordinates"":[-6.45701,54.4153]}"
"01.008.010300.3","01.008.010300.3","772","{""type"":""Point"",""coordinates"":[-6.49152,54.4113]}"
"01.008.010300.4","01.008.010300.4","773","{""type"":""Point"",""coordinates"":[-6.47935,54.4111]}"
"01.008.010300.5","01.008.010300.5","774","{""type"":""Point"",""coordinates"":[-6.49124,54.4009]}"
"01.008.010300.6","01.008.010300.6","775","{""type"":""Point"",""coordinates"":[-6.47892,54.4043]}"
"01.008.010300.7","01.008.010300.7","776","{""type"":""Point"",""coordinates"":[-6.48015,54.3991]}"
"01.008.010300.8","01.008.010300.8","777","{""type"":""Point"",""coordinates"":[-6.47688,54.3901]}"
"01.008.010300.9","01.008.010300.9","778","{""type"":""Point"",""coordinates"":[-6.4907,54.3898]}"
"01.008.010400.1","01.008.010400.1","779","{""type"":""Point"",""coordinates"":[-6.45892,54.4022]}"
"01.008.010400.2","01.008.010400.2","780","{""type"":""Point"",""coordinates"":[-6.45213,54.4007]}"
"01.008.010400.3","01.008.010400.3","781","{""type"":""Point"",""coordinates"":[-6.46803,54.4041]}"
"01.008.010400.4","01.008.010400.4","782","{""type"":""Point"",""coordinates"":[-6.46044,54.3954]}"
"01.008.010400.5","01.008.010400.5","783","{""type"":""Point"",""coordinates"":[-6.45911,54.3912]}"
"01.008.010400.6","01.008.010400.6","784","{""type"":""Point"",""coordinates"":[-6.46567,54.3902]}"
"01.008.010400.7","01.008.010400.7","785","{""type"":""Point"",""coordinates"":[-6.45365,54.3835]}"
"01.008.010400.8","01.008.010400.8","786","{""type"":""Point"",""coordinates"":[-6.46383,54.3823]}"
"01.008.010500.1","01.008.010500.1","787","{""type"":""Point"",""coordinates"":[-6.44284,54.4196]}"
"01.008.010500.2","01.008.010500.2","788","{""type"":""Point"",""coordinates"":[-6.43278,54.4196]}"
