SAHSU_GRD_LEVEL4,AREANAME,GID,GEOGRAPHIC_CENTROID
"01.008.006100.6","01.008.006100.6","474","{""type"":""Point"",""coordinates"":[-6.49422771810037,54.5418871331829]}"
"01.008.006100.7","01.008.006100.7","475","{""type"":""Point"",""coordinates"":[-6.50152126556342,54.535454645832]}"
"01.008.006100.8","01.008.006100.8","476","{""type"":""Point"",""coordinates"":[-6.48744659121237,54.5400531494441]}"
"01.008.006200.1","01.008.006200.1","477","{""type"":""Point"",""coordinates"":[-6.4470575076223,54.5504244437288]}"
"01.008.006200.2","01.008.006200.2","478","{""type"":""Point"",""coordinates"":[-6.46883431989247,54.5429153903398]}"
"01.008.006200.3","01.008.006200.3","479","{""type"":""Point"",""coordinates"":[-6.48080810037056,54.5419208835476]}"
"01.008.006200.4","01.008.006200.4","480","{""type"":""Point"",""coordinates"":[-6.45540517344998,54.542924041795]}"
"01.008.006200.5","01.008.006200.5","481","{""type"":""Point"",""coordinates"":[-6.47464140292671,54.5367568229961]}"
"01.008.006200.6","01.008.006200.6","482","{""type"":""Point"",""coordinates"":[-6.48020676441647,54.5325035039696]}"
"01.008.006300.1","01.008.006300.1","483","{""type"":""Point"",""coordinates"":[-6.45563028410936,54.5377356096387]}"
"01.008.006300.2","01.008.006300.2","484","{""type"":""Point"",""coordinates"":[-6.44079008943726,54.5386028016525]}"
"01.008.006300.3","01.008.006300.3","485","{""type"":""Point"",""coordinates"":[-6.43335213788087,54.5374485814009]}"
"01.008.006300.4","01.008.006300.4","486","{""type"":""Point"",""coordinates"":[-6.4444456077119,54.5328922917876]}"
"01.008.006300.5","01.008.006300.5","487","{""type"":""Point"",""coordinates"":[-6.43766134523573,54.5328713515109]}"
"01.008.006300.6","01.008.006300.6","488","{""type"":""Point"",""coordinates"":[-6.45274074774182,54.5315340865786]}"
"01.008.006300.7","01.008.006300.7","489","{""type"":""Point"",""coordinates"":[-6.43469262190586,54.542015926997]}"
"01.008.006400.1","01.008.006400.1","490","{""type"":""Point"",""coordinates"":[-6.39901014552371,54.5363801631361]}"
"01.008.006400.2","01.008.006400.2","491","{""type"":""Point"",""coordinates"":[-6.41622817476675,54.5384520066625]}"
"01.008.006400.3","01.008.006400.3","492","{""type"":""Point"",""coordinates"":[-6.42662013182283,54.5385208803714]}"
"01.008.006400.4","01.008.006400.4","493","{""type"":""Point"",""coordinates"":[-6.40755794532304,54.5333071714712]}"
"01.008.006400.5","01.008.006400.5","494","{""type"":""Point"",""coordinates"":[-6.39216897505735,54.5340003205355]}"
"01.008.006400.6","01.008.006400.6","495","{""type"":""Point"",""coordinates"":[-6.414922337921,54.5320660636196]}"
"01.008.006400.7","01.008.006400.7","496","{""type"":""Point"",""coordinates"":[-6.42756745464337,54.5312301267053]}"
"01.008.006500.1","01.008.006500.1","497","{""type"":""Point"",""coordinates"":[-6.39766065345976,54.5270217590114]}"
"01.008.006500.2","01.008.006500.2","498","{""type"":""Point"",""coordinates"":[-6.37917710336979,54.5240062308735]}"
"01.008.006500.3","01.008.006500.3","499","{""type"":""Point"",""coordinates"":[-6.40021971420696,54.5197561816214]}"
"01.008.006500.4","01.008.006500.4","500","{""type"":""Point"",""coordinates"":[-6.38075272900195,54.5129088823972]}"
"01.008.006500.5","01.008.006500.5","501","{""type"":""Point"",""coordinates"":[-6.40046564050051,54.5144773168388]}"
"01.008.006500.6","01.008.006500.6","502","{""type"":""Point"",""coordinates"":[-6.3914095770148,54.5107108998729]}"
"01.008.006500.7","01.008.006500.7","503","{""type"":""Point"",""coordinates"":[-6.40082099569043,54.5070695466177]}"
"01.008.006600.1","01.008.006600.1","504","{""type"":""Point"",""coordinates"":[-6.42785383672349,54.5249417334549]}"
"01.008.006600.2","01.008.006600.2","505","{""type"":""Point"",""coordinates"":[-6.41463350542191,54.525412615824]}"
"01.008.006600.3","01.008.006600.3","506","{""type"":""Point"",""coordinates"":[-6.41435415989871,54.520289786364]}"
"01.008.006600.4","01.008.006600.4","507","{""type"":""Point"",""coordinates"":[-6.42654748328396,54.5186205831986]}"
"01.008.006600.5","01.008.006600.5","508","{""type"":""Point"",""coordinates"":[-6.42738110388669,54.5128901050259]}"
"01.008.006600.6","01.008.006600.6","509","{""type"":""Point"",""coordinates"":[-6.41354873605138,54.5137890166423]}"
"01.008.006600.7","01.008.006600.7","510","{""type"":""Point"",""coordinates"":[-6.4260754271312,54.5065889021334]}"
"01.008.006600.8","01.008.006600.8","511","{""type"":""Point"",""coordinates"":[-6.41470517539522,54.5070425410522]}"
"01.008.006700.1","01.008.006700.1","512","{""type"":""Point"",""coordinates"":[-6.50119306623242,54.5293939745813]}"
"01.008.006700.2","01.008.006700.2","513","{""type"":""Point"",""coordinates"":[-6.493908723588,54.5299488202749]}"
"01.008.006700.3","01.008.006700.3","514","{""type"":""Point"",""coordinates"":[-6.49968223867182,54.520581536016]}"
"01.008.006700.4","01.008.006700.4","515","{""type"":""Point"",""coordinates"":[-6.49264379388681,54.5202847690716]}"
"01.008.006700.5","01.008.006700.5","516","{""type"":""Point"",""coordinates"":[-6.49351907722774,54.5108237955133]}"
"01.008.006700.6","01.008.006700.6","517","{""type"":""Point"",""coordinates"":[-6.4888358026582,54.5020980548568]}"
"01.008.006800.1","01.008.006800.1","518","{""type"":""Point"",""coordinates"":[-6.49466763768159,54.5338285548619]}"
"01.008.006800.2","01.008.006800.2","519","{""type"":""Point"",""coordinates"":[-6.48575992662538,54.5321618654974]}"
"01.008.006800.3","01.008.006800.3","520","{""type"":""Point"",""coordinates"":[-6.47738143140753,54.5200760422836]}"
"01.008.006800.4","01.008.006800.4","521","{""type"":""Point"",""coordinates"":[-6.48474019878651,54.5204823269673]}"
"01.008.006800.5","01.008.006800.5","522","{""type"":""Point"",""coordinates"":[-6.48403444992617,54.5070275586367]}"
"01.008.006800.6","01.008.006800.6","523","{""type"":""Point"",""coordinates"":[-6.47700475134132,54.5070060232555]}"
"01.008.006900.1","01.008.006900.1","524","{""type"":""Point"",""coordinates"":[-6.44608337761347,54.5220124987078]}"
"01.008.006900.2","01.008.006900.2","525","{""type"":""Point"",""coordinates"":[-6.43688013100625,54.522061665896]}"
"01.008.006900.3","01.008.006900.3","526","{""type"":""Point"",""coordinates"":[-6.45459501318638,54.5093569469558]}"
"01.008.006900.4","01.008.006900.4","527","{""type"":""Point"",""coordinates"":[-6.44793168437981,54.5078007972335]}"
"01.008.006900.5","01.008.006900.5","528","{""type"":""Point"",""coordinates"":[-6.43949981183231,54.5122934705211]}"
"01.008.006900.6","01.008.006900.6","529","{""type"":""Point"",""coordinates"":[-6.4371638196448,54.5062277976953]}"
"01.008.007000.1","01.008.007000.1","530","{""type"":""Point"",""coordinates"":[-6.3804163023449,54.505083830127]}"
"01.008.007000.2","01.008.007000.2","531","{""type"":""Point"",""coordinates"":[-6.38276202628261,54.48258572285]}"
"01.008.007000.3","01.008.007000.3","532","{""type"":""Point"",""coordinates"":[-6.41108579090508,54.5016628835738]}"
"01.008.007000.4","01.008.007000.4","533","{""type"":""Point"",""coordinates"":[-6.40369637692578,54.4992027832526]}"
"01.008.007000.5","01.008.007000.5","534","{""type"":""Point"",""coordinates"":[-6.3996059378409,54.4928935734947]}"
"01.008.007000.6","01.008.007000.6","535","{""type"":""Point"",""coordinates"":[-6.4076855852966,54.4921929264192]}"
"01.008.007000.7","01.008.007000.7","536","{""type"":""Point"",""coordinates"":[-6.40006139949857,54.478495080895]}"
"01.008.007100.1","01.008.007100.1","537","{""type"":""Point"",""coordinates"":[-6.44967573755691,54.4976674528737]}"
"01.008.007100.2","01.008.007100.2","538","{""type"":""Point"",""coordinates"":[-6.43383298653001,54.4989984730947]}"
"01.008.007100.3","01.008.007100.3","539","{""type"":""Point"",""coordinates"":[-6.42455182129397,54.4989469614226]}"
"01.008.007100.4","01.008.007100.4","540","{""type"":""Point"",""coordinates"":[-6.42283812977475,54.491383366973]}"
"01.008.007100.5","01.008.007100.5","541","{""type"":""Point"",""coordinates"":[-6.44839766402582,54.4894773575083]}"
"01.008.007100.6","01.008.007100.6","542","{""type"":""Point"",""coordinates"":[-6.43829090165067,54.4886716357249]}"
"01.008.007100.7","01.008.007100.7","543","{""type"":""Point"",""coordinates"":[-6.42664968669419,54.4785249768293]}"
"01.008.007200.1","01.008.007200.1","544","{""type"":""Point"",""coordinates"":[-6.52154636477454,54.5086155353104]}"
"01.008.007200.2","01.008.007200.2","545","{""type"":""Point"",""coordinates"":[-6.54262258097201,54.5036877720759]}"
"01.008.007200.3","01.008.007200.3","546","{""type"":""Point"",""coordinates"":[-6.56170930686237,54.5008557656742]}"
"01.008.007200.4","01.008.007200.4","547","{""type"":""Point"",""coordinates"":[-6.55864049004281,54.4964212480153]}"
"01.008.007200.5","01.008.007200.5","548","{""type"":""Point"",""coordinates"":[-6.53625339058858,54.4952073923156]}"
"01.008.007200.6","01.008.007200.6","549","{""type"":""Point"",""coordinates"":[-6.53925557793775,54.4929019313574]}"
"01.008.007300.1","01.008.007300.1","550","{""type"":""Point"",""coordinates"":[-6.50935256917192,54.5007132398603]}"
"01.008.007300.2","01.008.007300.2","551","{""type"":""Point"",""coordinates"":[-6.52578001226791,54.4969714862701]}"
"01.008.007300.3","01.008.007300.3","552","{""type"":""Point"",""coordinates"":[-6.49683603076658,54.5029583464898]}"
"01.008.007300.4","01.008.007300.4","553","{""type"":""Point"",""coordinates"":[-6.48815988535218,54.4950897474518]}"
"01.008.007300.5","01.008.007300.5","554","{""type"":""Point"",""coordinates"":[-6.50762182422156,54.4881070728304]}"
"01.008.007300.6","01.008.007300.6","555","{""type"":""Point"",""coordinates"":[-6.53457390850619,54.4823599456569]}"
"01.008.007300.7","01.008.007300.7","556","{""type"":""Point"",""coordinates"":[-6.52436238985317,54.4831568189655]}"
"01.008.007400.1","01.008.007400.1","557","{""type"":""Point"",""coordinates"":[-6.4750239823781,54.4979651907911]}"
"01.008.007400.2","01.008.007400.2","558","{""type"":""Point"",""coordinates"":[-6.49747050541335,54.4899444901037]}"
"01.008.007400.3","01.008.007400.3","559","{""type"":""Point"",""coordinates"":[-6.48172945541727,54.4871422183166]}"
"01.008.007400.4","01.008.007400.4","560","{""type"":""Point"",""coordinates"":[-6.47548204290948,54.4899163801098]}"
"01.008.007400.5","01.008.007400.5","561","{""type"":""Point"",""coordinates"":[-6.49382267441044,54.4810567148244]}"
"01.008.007400.6","01.008.007400.6","562","{""type"":""Point"",""coordinates"":[-6.48007111913047,54.4790881471791]}"
"01.008.007400.7","01.008.007400.7","563","{""type"":""Point"",""coordinates"":[-6.48559260291247,54.4789742263958]}"
"01.008.007400.8","01.008.007400.8","564","{""type"":""Point"",""coordinates"":[-6.4828048252472,54.4708379029373]}"
"01.008.007500.1","01.008.007500.1","565","{""type"":""Point"",""coordinates"":[-6.46485645049852,54.4970130929386]}"
"01.008.007500.2","01.008.007500.2","566","{""type"":""Point"",""coordinates"":[-6.46358389368375,54.4883011114981]}"
"01.008.007500.3","01.008.007500.3","567","{""type"":""Point"",""coordinates"":[-6.44758226553468,54.4825095311714]}"
"01.008.007500.4","01.008.007500.4","568","{""type"":""Point"",""coordinates"":[-6.45450615182823,54.481820579339]}"
"01.008.007500.5","01.008.007500.5","569","{""type"":""Point"",""coordinates"":[-6.43724877745509,54.4806714191004]}"
"01.008.007500.6","01.008.007500.6","570","{""type"":""Point"",""coordinates"":[-6.46376798423688,54.4796343440909]}"
"01.008.007500.7","01.008.007500.7","571","{""type"":""Point"",""coordinates"":[-6.47487377614258,54.4725603141509]}"
"01.008.007500.8","01.008.007500.8","572","{""type"":""Point"",""coordinates"":[-6.46356346338659,54.4726469106673]}"
"01.008.007600.1","01.008.007600.1","573","{""type"":""Point"",""coordinates"":[-6.44516738301783,54.4700097899987]}"
"01.008.007600.2","01.008.007600.2","574","{""type"":""Point"",""coordinates"":[-6.4355750599036,54.4742629935726]}"
"01.008.007600.3","01.008.007600.3","575","{""type"":""Point"",""coordinates"":[-6.48575481606403,54.4668965168298]}"
"01.008.007600.4","01.008.007600.4","576","{""type"":""Point"",""coordinates"":[-6.46349343365989,54.463145416428]}"
"01.008.007600.5","01.008.007600.5","577","{""type"":""Point"",""coordinates"":[-6.47381253767195,54.463806772273]}"
"01.008.007600.6","01.008.007600.6","578","{""type"":""Point"",""coordinates"":[-6.44244903399558,54.4652605622535]}"
"01.008.007600.7","01.008.007600.7","579","{""type"":""Point"",""coordinates"":[-6.48706270547565,54.4614958401467]}"
"01.008.007600.8","01.008.007600.8","580","{""type"":""Point"",""coordinates"":[-6.44228828784446,54.4611250309618]}"
"01.008.007700.1","01.008.007700.1","581","{""type"":""Point"",""coordinates"":[-6.67367328482141,54.4947469078795]}"
"01.008.007700.2","01.008.007700.2","582","{""type"":""Point"",""coordinates"":[-6.66199671263592,54.5011986426614]}"
"01.008.007700.3","01.008.007700.3","583","{""type"":""Point"",""coordinates"":[-6.66365806405068,54.4971060413663]}"
"01.008.007700.4","01.008.007700.4","584","{""type"":""Point"",""coordinates"":[-6.66145707115844,54.4920042125174]}"
"01.008.007700.5","01.008.007700.5","585","{""type"":""Point"",""coordinates"":[-6.66616046348476,54.4802653078476]}"
"01.008.007700.6","01.008.007700.6","586","{""type"":""Point"",""coordinates"":[-6.65803662284477,54.4833848528365]}"
"01.008.007700.7","01.008.007700.7","587","{""type"":""Point"",""coordinates"":[-6.66948138905659,54.4793890350178]}"
"01.008.007800.1","01.008.007800.1","588","{""type"":""Point"",""coordinates"":[-6.64829312547822,54.4998610748633]}"
"01.008.007800.2","01.008.007800.2","589","{""type"":""Point"",""coordinates"":[-6.63757848176288,54.5010094857409]}"
"01.008.007800.3","01.008.007800.3","590","{""type"":""Point"",""coordinates"":[-6.62283212965645,54.5004938689458]}"
"01.008.007800.4","01.008.007800.4","591","{""type"":""Point"",""coordinates"":[-6.63537551221103,54.4967871489632]}"
"01.008.007800.5","01.008.007800.5","592","{""type"":""Point"",""coordinates"":[-6.62352419430461,54.4939053070634]}"
"01.008.007800.6","01.008.007800.6","593","{""type"":""Point"",""coordinates"":[-6.64297260569978,54.4903721005813]}"
"01.008.007800.7","01.008.007800.7","594","{""type"":""Point"",""coordinates"":[-6.65150213549868,54.4850457279869]}"
"01.008.007800.8","01.008.007800.8","595","{""type"":""Point"",""coordinates"":[-6.65133831567233,54.4791585067211]}"
"01.008.007900.1","01.008.007900.1","596","{""type"":""Point"",""coordinates"":[-6.61130476921197,54.5085234087036]}"
"01.008.007900.2","01.008.007900.2","597","{""type"":""Point"",""coordinates"":[-6.61121844554871,54.5015055683946]}"
"01.008.007900.3","01.008.007900.3","598","{""type"":""Point"",""coordinates"":[-6.59884629483575,54.5025401691122]}"
"01.008.007900.4","01.008.007900.4","599","{""type"":""Point"",""coordinates"":[-6.61124835796585,54.4946213085151]}"
"01.008.008000.1","01.008.008000.1","600","{""type"":""Point"",""coordinates"":[-6.57504259518082,54.5032217576857]}"
"01.008.008000.2","01.008.008000.2","601","{""type"":""Point"",""coordinates"":[-6.58902256150158,54.5009197171676]}"
"01.008.008000.3","01.008.008000.3","602","{""type"":""Point"",""coordinates"":[-6.58251374380456,54.4999265515499]}"
"01.008.008000.4","01.008.008000.4","603","{""type"":""Point"",""coordinates"":[-6.57407897088506,54.4966318688295]}"
"01.008.008000.5","01.008.008000.5","604","{""type"":""Point"",""coordinates"":[-6.59864109126938,54.4944261480306]}"
"01.008.008000.6","01.008.008000.6","605","{""type"":""Point"",""coordinates"":[-6.55641573655126,54.4916668342706]}"
"01.008.008000.7","01.008.008000.7","606","{""type"":""Point"",""coordinates"":[-6.57036614676728,54.4824058773679]}"
"01.008.008100.1","01.008.008100.1","607","{""type"":""Point"",""coordinates"":[-6.62130000540601,54.4827452694998]}"
"01.008.008100.2","01.008.008100.2","608","{""type"":""Point"",""coordinates"":[-6.60799239419384,54.4854381129815]}"
"01.008.008100.3","01.008.008100.3","609","{""type"":""Point"",""coordinates"":[-6.5971495855689,54.4829358877483]}"
"01.008.008100.4","01.008.008100.4","610","{""type"":""Point"",""coordinates"":[-6.57574491004862,54.4844503298595]}"
"01.008.008100.5","01.008.008100.5","611","{""type"":""Point"",""coordinates"":[-6.58883541785192,54.4835356573523]}"
"01.008.008100.6","01.008.008100.6","612","{""type"":""Point"",""coordinates"":[-6.5815787342529,54.4853326952413]}"
"01.008.008100.7","01.008.008100.7","613","{""type"":""Point"",""coordinates"":[-6.61003695226408,54.4788332489829]}"
"01.008.008200.1","01.008.008200.1","614","{""type"":""Point"",""coordinates"":[-6.65986959198144,54.4762309956345]}"
"01.008.008200.2","01.008.008200.2","615","{""type"":""Point"",""coordinates"":[-6.67193684564937,54.4761873886577]}"
"01.008.008200.3","01.008.008200.3","616","{""type"":""Point"",""coordinates"":[-6.66406313120682,54.4723639868715]}"
"01.008.008200.4","01.008.008200.4","617","{""type"":""Point"",""coordinates"":[-6.66238678530649,54.4676947151839]}"
"01.008.008200.5","01.008.008200.5","618","{""type"":""Point"",""coordinates"":[-6.64093407931889,54.4717625684392]}"
"01.008.008200.6","01.008.008200.6","619","{""type"":""Point"",""coordinates"":[-6.64237710442267,54.4665365028513]}"
"01.008.008200.7","01.008.008200.7","620","{""type"":""Point"",""coordinates"":[-6.64064781352813,54.4625749916892]}"
"01.008.008300.1","01.008.008300.1","621","{""type"":""Point"",""coordinates"":[-6.6348935501813,54.4864919654929]}"
"01.008.008300.2","01.008.008300.2","622","{""type"":""Point"",""coordinates"":[-6.64364847254687,54.4854013292645]}"
"01.008.008300.3","01.008.008300.3","623","{""type"":""Point"",""coordinates"":[-6.63485431527225,54.4786558797861]}"
"01.008.008300.4","01.008.008300.4","624","{""type"":""Point"",""coordinates"":[-6.64248466202597,54.4779093410407]}"
"01.008.008300.5","01.008.008300.5","625","{""type"":""Point"",""coordinates"":[-6.61954391194099,54.4725021093794]}"
"01.008.008300.6","01.008.008300.6","626","{""type"":""Point"",""coordinates"":[-6.63236819817765,54.4720512234075]}"
"01.008.008300.7","01.008.008300.7","627","{""type"":""Point"",""coordinates"":[-6.62004190313214,54.4651873143463]}"
"01.008.008300.8","01.008.008300.8","628","{""type"":""Point"",""coordinates"":[-6.63046269089773,54.4641018140343]}"
"01.008.008400.1","01.008.008400.1","629","{""type"":""Point"",""coordinates"":[-6.67075024763637,54.4542883579365]}"
"01.008.008400.2","01.008.008400.2","630","{""type"":""Point"",""coordinates"":[-6.66334137046813,54.4554497609452]}"
"01.008.008400.3","01.008.008400.3","631","{""type"":""Point"",""coordinates"":[-6.63717810459726,54.4503412691555]}"
"01.008.008400.4","01.008.008400.4","632","{""type"":""Point"",""coordinates"":[-6.65511991956208,54.4557019033625]}"
"01.008.008400.5","01.008.008400.5","633","{""type"":""Point"",""coordinates"":[-6.6585228040966,54.4491173911047]}"
"01.008.008400.6","01.008.008400.6","634","{""type"":""Point"",""coordinates"":[-6.66924110490539,54.4479576497955]}"
"01.008.008400.7","01.008.008400.7","635","{""type"":""Point"",""coordinates"":[-6.65716583157934,54.4474600415567]}"
"01.008.008500.1","01.008.008500.1","636","{""type"":""Point"",""coordinates"":[-6.60933696235372,54.470062445524]}"
"01.008.008500.2","01.008.008500.2","637","{""type"":""Point"",""coordinates"":[-6.59780789059415,54.4699478744304]}"
"01.008.008500.3","01.008.008500.3","638","{""type"":""Point"",""coordinates"":[-6.59336026609078,54.4691589306801]}"
"01.008.008500.4","01.008.008500.4","639","{""type"":""Point"",""coordinates"":[-6.61713900797274,54.4549523327481]}"
"01.008.008500.5","01.008.008500.5","640","{""type"":""Point"",""coordinates"":[-6.60812646531174,54.453965419783]}"
"01.008.008500.6","01.008.008500.6","641","{""type"":""Point"",""coordinates"":[-6.60382721533394,54.4582091977846]}"
"01.008.008500.7","01.008.008500.7","642","{""type"":""Point"",""coordinates"":[-6.59526901619707,54.4542432081786]}"
"01.008.008500.8","01.008.008500.8","643","{""type"":""Point"",""coordinates"":[-6.60933175444771,54.439173530697]}"
"01.008.008600.1","01.008.008600.1","644","{""type"":""Point"",""coordinates"":[-6.5454342263376,54.4864941184947]}"
"01.008.008600.2","01.008.008600.2","645","{""type"":""Point"",""coordinates"":[-6.56017203477344,54.4828180918409]}"
"01.008.008600.3","01.008.008600.3","646","{""type"":""Point"",""coordinates"":[-6.57864004341944,54.4694560120796]}"
"01.008.008600.4","01.008.008600.4","647","{""type"":""Point"",""coordinates"":[-6.57130231962351,54.4735331480098]}"
"01.008.008600.5","01.008.008600.5","648","{""type"":""Point"",""coordinates"":[-6.5567449672682,54.4719453582015]}"
"01.008.008600.6","01.008.008600.6","649","{""type"":""Point"",""coordinates"":[-6.58573179367956,54.4674781419373]}"
"01.008.008700.1","01.008.008700.1","650","{""type"":""Point"",""coordinates"":[-6.50821172271022,54.4740042275992]}"
"01.008.008700.2","01.008.008700.2","651","{""type"":""Point"",""coordinates"":[-6.52449983792005,54.4704990146937]}"
"01.008.008700.3","01.008.008700.3","652","{""type"":""Point"",""coordinates"":[-6.5393812711811,54.4745254897335]}"
"01.008.008700.4","01.008.008700.4","653","{""type"":""Point"",""coordinates"":[-6.53456883133273,54.468679679069]}"
"01.008.008700.5","01.008.008700.5","654","{""type"":""Point"",""coordinates"":[-6.51023045381531,54.4652726380439]}"
"01.008.008700.6","01.008.008700.6","655","{""type"":""Point"",""coordinates"":[-6.52824165367665,54.457472882625]}"
"01.008.008700.7","01.008.008700.7","656","{""type"":""Point"",""coordinates"":[-6.51074192348168,54.4570967453476]}"
"01.008.008700.8","01.008.008700.8","657","{""type"":""Point"",""coordinates"":[-6.5066032026949,54.450750850595]}"
"01.008.008800.1","01.008.008800.1","658","{""type"":""Point"",""coordinates"":[-6.55600695835267,54.4630581843841]}"
"01.008.008800.2","01.008.008800.2","659","{""type"":""Point"",""coordinates"":[-6.57149657996597,54.4570136483391]}"
"01.008.008800.3","01.008.008800.3","660","{""type"":""Point"",""coordinates"":[-6.58154518015635,54.4586616788244]}"
"01.008.008800.4","01.008.008800.4","661","{""type"":""Point"",""coordinates"":[-6.55878031871163,54.4570817527685]}"
"01.008.008800.5","01.008.008800.5","662","{""type"":""Point"",""coordinates"":[-6.55482254630444,54.453019127201]}"
"01.008.008800.6","01.008.008800.6","663","{""type"":""Point"",""coordinates"":[-6.54703492294067,54.4515979876089]}"
"01.008.008900.1","01.008.008900.1","664","{""type"":""Point"",""coordinates"":[-6.5800002622002,54.4526164876151]}"
"01.008.008900.2","01.008.008900.2","665","{""type"":""Point"",""coordinates"":[-6.57114807084518,54.4513878461928]}"
"01.008.008900.3","01.008.008900.3","666","{""type"":""Point"",""coordinates"":[-6.60418443819522,54.4376064640807]}"
"01.008.008900.4","01.008.008900.4","667","{""type"":""Point"",""coordinates"":[-6.59219342619583,54.4387975875604]}"
"01.008.008900.5","01.008.008900.5","668","{""type"":""Point"",""coordinates"":[-6.57967355196456,54.4399243503033]}"
"01.008.008900.6","01.008.008900.6","669","{""type"":""Point"",""coordinates"":[-6.57224562809561,54.44057294837]}"
"01.008.008900.7","01.008.008900.7","670","{""type"":""Point"",""coordinates"":[-6.56714131009321,54.4408302017096]}"
"01.008.009000.1","01.008.009000.1","671","{""type"":""Point"",""coordinates"":[-6.52735288962201,54.4453504351393]}"
"01.008.009000.2","01.008.009000.2","672","{""type"":""Point"",""coordinates"":[-6.55482911777426,54.4447017092675]}"
"01.008.009000.3","01.008.009000.3","673","{""type"":""Point"",""coordinates"":[-6.54691783911624,54.4428414378232]}"
"01.008.009000.4","01.008.009000.4","674","{""type"":""Point"",""coordinates"":[-6.50660344233862,54.4420570101557]}"
"01.008.009000.5","01.008.009000.5","675","{""type"":""Point"",""coordinates"":[-6.55607651308038,54.4385649045498]}"
"01.008.009000.6","01.008.009000.6","676","{""type"":""Point"",""coordinates"":[-6.52098868750226,54.4281484723449]}"
"01.008.009000.7","01.008.009000.7","677","{""type"":""Point"",""coordinates"":[-6.50789515997446,54.4344221938492]}"
"01.008.009000.8","01.008.009000.8","678","{""type"":""Point"",""coordinates"":[-6.52141447478312,54.423890525321]}"
"01.008.009100.1","01.008.009100.1","679","{""type"":""Point"",""coordinates"":[-6.63129249394299,54.4171414117961]}"
"01.008.009100.2","01.008.009100.2","680","{""type"":""Point"",""coordinates"":[-6.6198580316895,54.4212775086684]}"
"01.008.009100.3","01.008.009100.3","681","{""type"":""Point"",""coordinates"":[-6.6429233129158,54.4202405692482]}"
"01.008.009100.4","01.008.009100.4","682","{""type"":""Point"",""coordinates"":[-6.66685347286852,54.4085012674851]}"
"01.008.009100.5","01.008.009100.5","683","{""type"":""Point"",""coordinates"":[-6.62817180164897,54.4058663669852]}"
"01.008.009100.6","01.008.009100.6","684","{""type"":""Point"",""coordinates"":[-6.67326166171597,54.3841819852291]}"
"01.008.009100.7","01.008.009100.7","685","{""type"":""Point"",""coordinates"":[-6.63763564929843,54.3965299520534]}"
"01.008.009200.1","01.008.009200.1","686","{""type"":""Point"",""coordinates"":[-6.6080511666968,54.4268486014068]}"
"01.008.009200.2","01.008.009200.2","687","{""type"":""Point"",""coordinates"":[-6.60287367489094,54.4235748873251]}"
"01.008.009200.3","01.008.009200.3","688","{""type"":""Point"",""coordinates"":[-6.59094976279368,54.42755967101]}"
"01.008.009200.4","01.008.009200.4","689","{""type"":""Point"",""coordinates"":[-6.57848538957058,54.4289309364543]}"
"01.008.009200.5","01.008.009200.5","690","{""type"":""Point"",""coordinates"":[-6.59210781403023,54.4133136837705]}"
"01.008.009200.6","01.008.009200.6","691","{""type"":""Point"",""coordinates"":[-6.6185514195691,54.407852305145]}"
"01.008.009200.7","01.008.009200.7","692","{""type"":""Point"",""coordinates"":[-6.6103142371932,54.3959800069424]}"
"01.008.009200.8","01.008.009200.8","693","{""type"":""Point"",""coordinates"":[-6.63289696013227,54.3931771688229]}"
"01.008.009300.1","01.008.009300.1","694","{""type"":""Point"",""coordinates"":[-6.55459726605651,54.423953769014]}"
"01.008.009300.2","01.008.009300.2","695","{""type"":""Point"",""coordinates"":[-6.56766443685725,54.41496060227]}"
"01.008.009300.3","01.008.009300.3","696","{""type"":""Point"",""coordinates"":[-6.57775552249647,54.4137258412164]}"
"01.008.009300.4","01.008.009300.4","697","{""type"":""Point"",""coordinates"":[-6.55217362973492,54.4116810385703]}"
"01.008.009300.5","01.008.009300.5","698","{""type"":""Point"",""coordinates"":[-6.57648263710067,54.3969490943093]}"
"01.008.009300.6","01.008.009300.6","699","{""type"":""Point"",""coordinates"":[-6.58839919252797,54.395790553173]}"
"01.008.009300.7","01.008.009300.7","700","{""type"":""Point"",""coordinates"":[-6.56432157967111,54.3975717217779]}"
"01.008.009300.8","01.008.009300.8","701","{""type"":""Point"",""coordinates"":[-6.55215236655616,54.3970711800835]}"
"01.008.009400.1","01.008.009400.1","702","{""type"":""Point"",""coordinates"":[-6.6063984272879,54.3753216669079]}"
"01.008.009400.2","01.008.009400.2","703","{""type"":""Point"",""coordinates"":[-6.57602261527824,54.3780360250124]}"
"01.008.009400.3","01.008.009400.3","704","{""type"":""Point"",""coordinates"":[-6.56705874373293,54.3714376783557]}"
"01.008.009400.4","01.008.009400.4","705","{""type"":""Point"",""coordinates"":[-6.54794593398418,54.3746415562182]}"
"01.008.009400.5","01.008.009400.5","706","{""type"":""Point"",""coordinates"":[-6.56190791718855,54.3566483116879]}"
"01.008.009400.6","01.008.009400.6","707","{""type"":""Point"",""coordinates"":[-6.57288491476965,54.3554009187242]}"
"01.008.009400.7","01.008.009400.7","708","{""type"":""Point"",""coordinates"":[-6.60799852374005,54.3540446103386]}"
"01.008.009400.8","01.008.009400.8","709","{""type"":""Point"",""coordinates"":[-6.58821796360024,54.3548632405897]}"
"01.008.009400.9","01.008.009400.9","710","{""type"":""Point"",""coordinates"":[-6.60425796937855,54.331408012313]}"
