GEOLEVEL_ID,AREAID,NUM_ADJACENCIES,ADJACENCY_LIST
"4","01.008.007000.7","5","01.008.007000.2,01.008.007000.5,01.008.007000.6,01.008.009700.1,01.008.009700.2"
"4","01.008.007100.1","10","01.008.002900.7,01.008.006900.3,01.008.006900.4,01.008.006900.6,01.008.007100.2,01.008.007100.4,01.008.007100.5,01.008.007100.6,01.008.007500.1,01.008.007500.2"
"4","01.008.007100.2","7","01.008.006600.7,01.008.006900.4,01.008.006900.6,01.008.007100.1,01.008.007100.3,01.008.007100.4,01.008.007100.6"
"4","01.008.007100.3","6","01.008.006600.7,01.008.006600.8,01.008.007000.3,01.008.007000.4,01.008.007100.2,01.008.007100.4"
"4","01.008.007100.4","9","01.008.007000.3,01.008.007000.4,01.008.007000.6,01.008.007100.1,01.008.007100.2,01.008.007100.3,01.008.007100.6,01.008.007100.7,01.008.009700.1"
"4","01.008.007100.5","6","01.008.007100.1,01.008.007100.6,01.008.007500.1,01.008.007500.2,01.008.007500.3,01.008.007500.5"
"4","01.008.007100.6","6","01.008.007100.1,01.008.007100.2,01.008.007100.4,01.008.007100.5,01.008.007100.7,01.008.007500.5"
"4","01.008.007100.7","6","01.008.007100.4,01.008.007100.6,01.008.007500.5,01.008.007600.2,01.008.007600.6,01.008.009700.1"
"4","01.008.007200.1","11","01.008.005900.4,01.008.005900.5,01.008.005900.6,01.008.005900.7,01.008.006700.3,01.008.006700.5,01.008.006700.6,01.008.007200.2,01.008.007300.1,01.008.007300.2,01.008.007300.3"
"4","01.008.007200.2","9","01.008.005900.6,01.008.005900.7,01.008.005900.8,01.008.007200.1,01.008.007200.3,01.008.007200.4,01.008.007200.5,01.008.007300.2,01.008.008000.6"
"4","01.008.007200.3","7","01.008.005800.4,01.008.005900.6,01.008.005900.8,01.008.007200.2,01.008.007200.4,01.008.008000.1,01.008.008000.4"
"4","01.008.007200.4","6","01.008.007200.2,01.008.007200.3,01.008.007200.5,01.008.008000.4,01.008.008000.6,01.008.008000.7"
"4","01.008.007200.5","6","01.008.007200.2,01.008.007200.4,01.008.007200.6,01.008.007300.2,01.008.008000.6,01.008.008600.1"
"4","01.008.007200.6","3","01.008.007200.5,01.008.008000.6,01.008.008600.1"
"4","01.008.007300.1","6","01.008.007200.1,01.008.007300.2,01.008.007300.3,01.008.007300.4,01.008.007300.5,01.008.007400.2"
"4","01.008.007300.2","8","01.008.007200.1,01.008.007200.2,01.008.007200.5,01.008.007300.1,01.008.007300.5,01.008.007300.6,01.008.007300.7,01.008.008600.1"
"4","01.008.007300.3","4","01.008.006700.6,01.008.007200.1,01.008.007300.1,01.008.007300.4"
"4","01.008.007300.4","10","01.008.006700.6,01.008.007300.1,01.008.007300.3,01.008.007300.5,01.008.007400.1,01.008.007400.2,01.008.007400.3,01.008.007400.4,01.008.007500.1,01.008.007500.2"
"4","01.008.007300.5","8","01.008.007300.1,01.008.007300.2,01.008.007300.4,01.008.007300.7,01.008.007400.2,01.008.007400.5,01.008.008700.1,01.008.008700.2"
"4","01.008.007300.6","6","01.008.007300.2,01.008.007300.7,01.008.008600.1,01.008.008600.5,01.008.008700.2,01.008.008700.3"
"4","01.008.007300.7","6","01.008.007300.2,01.008.007300.5,01.008.007300.6,01.008.008700.1,01.008.008700.2,01.008.008700.3"
"4","01.008.007400.1","6","01.008.002900.6,01.008.006700.6,01.008.006800.5,01.008.006800.6,01.008.007300.4,01.008.007500.1"
"4","01.008.007400.2","5","01.008.007300.1,01.008.007300.4,01.008.007300.5,01.008.007400.3,01.008.007400.5"
"4","01.008.007400.3","8","01.008.007300.4,01.008.007400.2,01.008.007400.4,01.008.007400.5,01.008.007400.6,01.008.007400.7,01.008.007500.2,01.008.007500.6"
"4","01.008.007400.4","4","01.008.007300.4,01.008.007400.3,01.008.007500.1,01.008.007500.2"
"4","01.008.007400.5","7","01.008.007300.5,01.008.007400.2,01.008.007400.3,01.008.007400.6,01.008.007400.7,01.008.007400.8,01.008.008700.1"
"4","01.008.007400.6","7","01.008.007400.3,01.008.007400.5,01.008.007400.7,01.008.007400.8,01.008.007500.6,01.008.007500.7,01.008.007500.8"
"4","01.008.007400.7","5","01.008.007400.3,01.008.007400.5,01.008.007400.6,01.008.007400.8,01.008.007500.7"
"4","01.008.007400.8","8","01.008.007400.5,01.008.007400.6,01.008.007400.7,01.008.007500.7,01.008.007600.3,01.008.007600.5,01.008.008700.1,01.008.008700.5"
"4","01.008.007500.1","10","01.008.002900.6,01.008.002900.7,01.008.006800.6,01.008.006900.3,01.008.007100.1,01.008.007100.5,01.008.007300.4,01.008.007400.1,01.008.007400.4,01.008.007500.2"
"4","01.008.007500.2","9","01.008.007100.1,01.008.007100.5,01.008.007300.4,01.008.007400.3,01.008.007400.4,01.008.007500.1,01.008.007500.3,01.008.007500.4,01.008.007500.6"
"4","01.008.007500.3","6","01.008.007100.5,01.008.007500.2,01.008.007500.4,01.008.007500.5,01.008.007600.1,01.008.007600.2"
"4","01.008.007500.4","6","01.008.007500.2,01.008.007500.3,01.008.007500.6,01.008.007500.8,01.008.007600.1,01.008.007600.2"
"4","01.008.007500.5","5","01.008.007100.5,01.008.007100.6,01.008.007100.7,01.008.007500.3,01.008.007600.2"
"4","01.008.007500.6","7","01.008.007400.3,01.008.007400.6,01.008.007500.2,01.008.007500.4,01.008.007500.7,01.008.007500.8,01.008.007600.1"
"4","01.008.007500.7","7","01.008.007400.6,01.008.007400.7,01.008.007400.8,01.008.007500.6,01.008.007500.8,01.008.007600.4,01.008.007600.5"
"4","01.008.007500.8","7","01.008.007400.6,01.008.007500.4,01.008.007500.6,01.008.007500.7,01.008.007600.1,01.008.007600.4,01.008.007600.6"
"4","01.008.007600.1","7","01.008.007500.3,01.008.007500.4,01.008.007500.6,01.008.007500.8,01.008.007600.2,01.008.007600.4,01.008.007600.6"
"4","01.008.007600.2","6","01.008.007100.7,01.008.007500.3,01.008.007500.4,01.008.007500.5,01.008.007600.1,01.008.007600.6"
"4","01.008.007600.3","5","01.008.007400.8,01.008.007600.5,01.008.007600.7,01.008.008700.1,01.008.008700.5"
"4","01.008.007600.4","9","01.008.007500.7,01.008.007500.8,01.008.007600.1,01.008.007600.5,01.008.007600.6,01.008.007600.8,01.008.009600.3,01.008.009700.5,01.008.009700.6"
"4","01.008.007600.5","8","01.008.007400.8,01.008.007500.7,01.008.007600.3,01.008.007600.4,01.008.007600.7,01.008.009600.2,01.008.009600.3,01.008.009700.6"
"4","01.008.007600.6","7","01.008.007100.7,01.008.007500.8,01.008.007600.1,01.008.007600.2,01.008.007600.4,01.008.007600.8,01.008.009700.1"
"4","01.008.007600.7","7","01.008.007600.3,01.008.007600.5,01.008.008700.5,01.008.008700.7,01.008.009600.1,01.008.009600.2,01.008.009600.3"
"4","01.008.007600.8","6","01.008.007600.4,01.008.007600.6,01.008.009700.1,01.008.009700.3,01.008.009700.4,01.008.009700.5"
"4","01.008.007700.1","8","01.008.005300.5,01.008.005500.1,01.008.006000.2,01.008.007700.2,01.008.007700.3,01.008.007700.4,01.008.007700.5,01.008.007700.6"
"4","01.008.007700.2","7","01.008.005500.1,01.008.005500.5,01.008.005500.6,01.008.007700.1,01.008.007700.3,01.008.007800.1,01.008.007800.6"
"4","01.008.007700.3","5","01.008.007700.1,01.008.007700.2,01.008.007700.4,01.008.007800.1,01.008.007800.6"
"4","01.008.007700.4","5","01.008.007700.1,01.008.007700.3,01.008.007700.6,01.008.007800.6,01.008.007800.7"
"4","01.008.007700.5","8","01.008.006000.2,01.008.007700.1,01.008.007700.6,01.008.007700.7,01.008.008200.1,01.008.008200.3,01.008.008200.4,01.008.008200.5"
"4","01.008.007700.6","8","01.008.007700.1,01.008.007700.4,01.008.007700.5,01.008.007800.6,01.008.007800.7,01.008.007800.8,01.008.008200.4,01.008.008200.5"
"4","01.008.007700.7","4","01.008.006000.2,01.008.007700.5,01.008.008200.1,01.008.008200.2"
"4","01.008.007800.1","7","01.008.005500.5,01.008.005500.6,01.008.007700.2,01.008.007700.3,01.008.007800.2,01.008.007800.4,01.008.007800.6"
"4","01.008.007800.2","6","01.008.005500.6,01.008.005500.7,01.008.005700.7,01.008.007800.1,01.008.007800.3,01.008.007800.4"
"4","01.008.007800.3","8","01.008.005500.7,01.008.005700.7,01.008.007800.2,01.008.007800.4,01.008.007800.5,01.008.007900.1,01.008.007900.2,01.008.007900.4"
"4","01.008.007800.4","7","01.008.007800.1,01.008.007800.2,01.008.007800.3,01.008.007800.5,01.008.007800.6,01.008.008100.1,01.008.008300.1"
"4","01.008.007800.5","6","01.008.007800.3,01.008.007800.4,01.008.007900.4,01.008.008100.1,01.008.008100.2,01.008.008300.1"
"4","01.008.007800.6","9","01.008.007700.2,01.008.007700.3,01.008.007700.4,01.008.007700.6,01.008.007800.1,01.008.007800.4,01.008.007800.7,01.008.008300.1,01.008.008300.2"
"4","01.008.007800.7","6","01.008.007700.4,01.008.007700.6,01.008.007800.6,01.008.007800.8,01.008.008300.2,01.008.008300.4"
"4","01.008.007800.8","5","01.008.007700.6,01.008.007800.7,01.008.008200.5,01.008.008300.2,01.008.008300.4"
"4","01.008.007900.1","8","01.008.005700.4,01.008.005700.5,01.008.005700.7,01.008.005800.3,01.008.005800.6,01.008.007800.3,01.008.007900.2,01.008.007900.3"
"4","01.008.007900.2","6","01.008.005700.7,01.008.005800.6,01.008.007800.3,01.008.007900.1,01.008.007900.3,01.008.007900.4"
"4","01.008.007900.3","7","01.008.005800.1,01.008.005800.6,01.008.007900.1,01.008.007900.2,01.008.007900.4,01.008.008000.2,01.008.008000.5"
"4","01.008.007900.4","8","01.008.007800.3,01.008.007800.5,01.008.007900.2,01.008.007900.3,01.008.008000.5,01.008.008100.1,01.008.008100.2,01.008.008100.3"
"4","01.008.008000.1","6","01.008.005800.4,01.008.005800.5,01.008.005900.8,01.008.007200.3,01.008.008000.3,01.008.008000.4"
"4","01.008.008000.2","9","01.008.005800.1,01.008.005800.5,01.008.005800.6,01.008.007900.3,01.008.008000.3,01.008.008000.5,01.008.008100.3,01.008.008100.5,01.008.008100.6"
"4","01.008.008000.3","8","01.008.005800.1,01.008.005800.5,01.008.008000.1,01.008.008000.2,01.008.008000.4,01.008.008100.4,01.008.008100.5,01.008.008100.6"
"4","01.008.008000.4","8","01.008.007200.3,01.008.007200.4,01.008.008000.1,01.008.008000.3,01.008.008000.6,01.008.008000.7,01.008.008100.4,01.008.008100.6"
"4","01.008.008000.5","6","01.008.007900.3,01.008.007900.4,01.008.008000.2,01.008.008100.2,01.008.008100.3,01.008.008100.5"
"4","01.008.008000.6","8","01.008.007200.2,01.008.007200.4,01.008.007200.5,01.008.007200.6,01.008.008000.4,01.008.008000.7,01.008.008600.1,01.008.008600.2"
"4","01.008.008000.7","7","01.008.007200.4,01.008.008000.4,01.008.008000.6,01.008.008100.4,01.008.008600.2,01.008.008600.4,01.008.008600.5"
"4","01.008.008100.1","10","01.008.007800.4,01.008.007800.5,01.008.007900.4,01.008.008100.2,01.008.008100.7,01.008.008300.1,01.008.008300.3,01.008.008300.5,01.008.008300.6,01.008.008500.1"
"4","01.008.008100.2","6","01.008.007800.5,01.008.007900.4,01.008.008000.5,01.008.008100.1,01.008.008100.3,01.008.008100.7"
"4","01.008.008100.3","10","01.008.007900.4,01.008.008000.2,01.008.008000.5,01.008.008100.2,01.008.008100.5,01.008.008100.7,01.008.008500.1,01.008.008500.2,01.008.008500.3,01.008.008600.3"
"4","01.008.008100.4","5","01.008.008000.3,01.008.008000.4,01.008.008000.7,01.008.008100.6,01.008.008600.4"
"4","01.008.008100.5","8","01.008.008000.2,01.008.008000.3,01.008.008000.5,01.008.008100.3,01.008.008100.6,01.008.008500.3,01.008.008600.3,01.008.008600.4"
"4","01.008.008100.6","7","01.008.008000.2,01.008.008000.3,01.008.008000.4,01.008.008100.4,01.008.008100.5,01.008.008600.3,01.008.008600.4"
"4","01.008.008100.7","6","01.008.008100.1,01.008.008100.2,01.008.008100.3,01.008.008300.5,01.008.008500.1,01.008.008500.2"
"4","01.008.008200.1","5","01.008.007700.5,01.008.007700.7,01.008.008200.2,01.008.008200.3,01.008.008200.4"
"4","01.008.008200.2","5","01.008.006000.2,01.008.006000.4,01.008.007700.7,01.008.008200.1,01.008.008200.3"
"4","01.008.008200.3","6","01.008.006000.2,01.008.006000.4,01.008.007700.5,01.008.008200.1,01.008.008200.2,01.008.008200.4"
"4","01.008.008200.4","13","01.008.006000.4,01.008.006000.5,01.008.007700.5,01.008.007700.6,01.008.008200.1,01.008.008200.3,01.008.008200.5,01.008.008200.6,01.008.008200.7,01.008.008400.1,01.008.008400.2,01.008.008400.3,01.008.008400.4"
"4","01.008.008200.5","9","01.008.007700.5,01.008.007700.6,01.008.007800.8,01.008.008200.4,01.008.008200.6,01.008.008300.3,01.008.008300.4,01.008.008300.6,01.008.008300.8"
"4","01.008.008200.6","5","01.008.008200.4,01.008.008200.5,01.008.008200.7,01.008.008300.6,01.008.008300.8"
"4","01.008.008200.7","4","01.008.008200.4,01.008.008200.6,01.008.008300.8,01.008.008400.3"
"4","01.008.008300.1","6","01.008.007800.4,01.008.007800.5,01.008.007800.6,01.008.008100.1,01.008.008300.2,01.008.008300.3"
"4","01.008.008300.2","6","01.008.007800.6,01.008.007800.7,01.008.007800.8,01.008.008300.1,01.008.008300.3,01.008.008300.4"
"4","01.008.008300.3","7","01.008.008100.1,01.008.008200.5,01.008.008300.1,01.008.008300.2,01.008.008300.4,01.008.008300.5,01.008.008300.6"
"4","01.008.008300.4","5","01.008.007800.7,01.008.007800.8,01.008.008200.5,01.008.008300.2,01.008.008300.3"
"4","01.008.008300.5","7","01.008.008100.1,01.008.008100.7,01.008.008300.3,01.008.008300.6,01.008.008300.7,01.008.008300.8,01.008.008500.1"
"4","01.008.008300.6","7","01.008.008100.1,01.008.008200.5,01.008.008200.6,01.008.008300.3,01.008.008300.5,01.008.008300.7,01.008.008300.8"
"4","01.008.008300.7","7","01.008.008300.5,01.008.008300.6,01.008.008300.8,01.008.008400.3,01.008.008500.1,01.008.008500.4,01.008.008500.5"
"4","01.008.008300.8","7","01.008.008200.5,01.008.008200.6,01.008.008200.7,01.008.008300.5,01.008.008300.6,01.008.008300.7,01.008.008400.3"
"4","01.008.008400.1","6","01.008.006000.4,01.008.006000.5,01.008.008200.4,01.008.008400.2,01.008.008400.5,01.008.008400.6"
"4","01.008.008400.2","5","01.008.008200.4,01.008.008400.1,01.008.008400.4,01.008.008400.5,01.008.008400.6"
"4","01.008.008400.3","16","01.008.006000.5,01.008.006000.6,01.008.008200.4,01.008.008200.7,01.008.008300.7,01.008.008300.8,01.008.008400.4,01.008.008400.5,01.008.008400.7,01.008.008500.4,01.008.008500.8,01.008.009100.1,01.008.009100.2,01.008.009100.3,01.008.009100.4,01.008.009200.1"
"4","01.008.008400.4","4","01.008.008200.4,01.008.008400.2,01.008.008400.3,01.008.008400.5"
"4","01.008.008400.5","6","01.008.008400.1,01.008.008400.2,01.008.008400.3,01.008.008400.4,01.008.008400.6,01.008.008400.7"
"4","01.008.008400.6","5","01.008.006000.5,01.008.008400.1,01.008.008400.2,01.008.008400.5,01.008.008400.7"
"4","01.008.008400.7","4","01.008.006000.5,01.008.008400.3,01.008.008400.5,01.008.008400.6"
"4","01.008.008500.1","9","01.008.008100.1,01.008.008100.3,01.008.008100.7,01.008.008300.5,01.008.008300.7,01.008.008500.2,01.008.008500.5,01.008.008500.6,01.008.008500.7"
"4","01.008.008500.2","6","01.008.008100.3,01.008.008100.7,01.008.008500.1,01.008.008500.3,01.008.008500.6,01.008.008500.7"
"4","01.008.008500.3","7","01.008.008100.3,01.008.008100.5,01.008.008500.2,01.008.008500.7,01.008.008600.3,01.008.008600.6,01.008.008800.3"
"4","01.008.008500.4","4","01.008.008300.7,01.008.008400.3,01.008.008500.5,01.008.008500.8"
"4","01.008.008500.5","8","01.008.008300.7,01.008.008500.1,01.008.008500.4,01.008.008500.6,01.008.008500.7,01.008.008500.8,01.008.008900.3,01.008.008900.4"
"4","01.008.008500.6","4","01.008.008500.1,01.008.008500.2,01.008.008500.5,01.008.008500.7"
"4","01.008.008500.7","11","01.008.008500.1,01.008.008500.2,01.008.008500.3,01.008.008500.5,01.008.008500.6,01.008.008600.6,01.008.008800.3,01.008.008900.1,01.008.008900.3,01.008.008900.4,01.008.008900.5"
"4","01.008.008500.8","6","01.008.008400.3,01.008.008500.4,01.008.008500.5,01.008.008900.3,01.008.009100.2,01.008.009200.1"
"4","01.008.008600.1","8","01.008.007200.5,01.008.007200.6,01.008.007300.2,01.008.007300.6,01.008.008000.6,01.008.008600.2,01.008.008600.5,01.008.008700.3"
"4","01.008.008600.2","5","01.008.008000.6,01.008.008000.7,01.008.008600.1,01.008.008600.4,01.008.008600.5"
"4","01.008.008600.3","11","01.008.008100.3,01.008.008100.5,01.008.008100.6,01.008.008500.3,01.008.008600.4,01.008.008600.5,01.008.008600.6,01.008.008800.1,01.008.008800.2,01.008.008800.3,01.008.008800.4"
"4","01.008.008600.4","8","01.008.008000.7,01.008.008100.4,01.008.008100.5,01.008.008100.6,01.008.008600.2,01.008.008600.3,01.008.008600.5,01.008.008800.1"
"4","01.008.008600.5","10","01.008.007300.6,01.008.008000.7,01.008.008600.1,01.008.008600.2,01.008.008600.3,01.008.008600.4,01.008.008700.3,01.008.008700.4,01.008.008700.6,01.008.008800.1"
"4","01.008.008600.6","5","01.008.008500.3,01.008.008500.7,01.008.008600.3,01.008.008800.2,01.008.008800.3"
"4","01.008.008700.1","7","01.008.007300.5,01.008.007300.7,01.008.007400.5,01.008.007400.8,01.008.007600.3,01.008.008700.2,01.008.008700.5"
"4","01.008.008700.2","9","01.008.007300.5,01.008.007300.6,01.008.007300.7,01.008.008700.1,01.008.008700.3,01.008.008700.4,01.008.008700.5,01.008.008700.6,01.008.008700.7"
"4","01.008.008700.3","6","01.008.007300.6,01.008.007300.7,01.008.008600.1,01.008.008600.5,01.008.008700.2,01.008.008700.4"
"4","01.008.008700.4","5","01.008.008600.5,01.008.008700.2,01.008.008700.3,01.008.008700.6,01.008.008800.1"
"4","01.008.008700.5","8","01.008.007400.8,01.008.007600.3,01.008.007600.7,01.008.008700.1,01.008.008700.2,01.008.008700.6,01.008.008700.7,01.008.009600.1"
"4","01.008.008700.6","8","01.008.008600.5,01.008.008700.2,01.008.008700.4,01.008.008700.5,01.008.008700.7,01.008.008800.1,01.008.008800.6,01.008.009000.1"
"4","01.008.008700.7","7","01.008.007600.7,01.008.008700.2,01.008.008700.5,01.008.008700.6,01.008.008700.8,01.008.009000.1,01.008.009600.1"
"4","01.008.008700.8","5","01.008.008700.7,01.008.009000.1,01.008.009000.4,01.008.009600.1,01.008.009600.6"
"4","01.008.008800.1","9","01.008.008600.3,01.008.008600.4,01.008.008600.5,01.008.008700.4,01.008.008700.6,01.008.008800.2,01.008.008800.4,01.008.008800.5,01.008.008800.6"
"4","01.008.008800.2","7","01.008.008600.3,01.008.008600.6,01.008.008800.1,01.008.008800.3,01.008.008800.4,01.008.008900.1,01.008.008900.2"
"4","01.008.008800.3","6","01.008.008500.3,01.008.008500.7,01.008.008600.3,01.008.008600.6,01.008.008800.2,01.008.008900.1"
"4","01.008.008800.4","5","01.008.008600.3,01.008.008800.1,01.008.008800.2,01.008.008800.5,01.008.008900.2"
"4","01.008.008800.5","7","01.008.008800.1,01.008.008800.4,01.008.008800.6,01.008.008900.2,01.008.008900.7,01.008.009000.2,01.008.009000.3"
"4","01.008.008800.6","6","01.008.008700.6,01.008.008800.1,01.008.008800.5,01.008.009000.1,01.008.009000.2,01.008.009000.3"
"4","01.008.008900.1","7","01.008.008500.7,01.008.008800.2,01.008.008800.3,01.008.008900.2,01.008.008900.4,01.008.008900.5,01.008.008900.6"
"4","01.008.008900.2","8","01.008.008800.2,01.008.008800.4,01.008.008800.5,01.008.008900.1,01.008.008900.5,01.008.008900.6,01.008.008900.7,01.008.009000.2"
"4","01.008.008900.3","7","01.008.008500.5,01.008.008500.7,01.008.008500.8,01.008.008900.4,01.008.009200.1,01.008.009200.2,01.008.009200.3"
"4","01.008.008900.4","8","01.008.008500.5,01.008.008500.7,01.008.008900.1,01.008.008900.3,01.008.008900.5,01.008.009200.2,01.008.009200.3,01.008.009200.4"
"4","01.008.008900.5","7","01.008.008500.7,01.008.008900.1,01.008.008900.2,01.008.008900.4,01.008.008900.6,01.008.009200.3,01.008.009200.4"
"4","01.008.008900.6","5","01.008.008900.1,01.008.008900.2,01.008.008900.5,01.008.008900.7,01.008.009200.4"
"4","01.008.008900.7","7","01.008.008800.5,01.008.008900.2,01.008.008900.6,01.008.009000.2,01.008.009000.5,01.008.009200.4,01.008.009300.1"
"4","01.008.009000.1","10","01.008.008700.6,01.008.008700.7,01.008.008700.8,01.008.008800.6,01.008.009000.3,01.008.009000.4,01.008.009000.6,01.008.009000.7,01.008.009000.8,01.008.009500.1"
"4","01.008.009000.2","6","01.008.008800.5,01.008.008800.6,01.008.008900.2,01.008.008900.7,01.008.009000.3,01.008.009000.5"
"4","01.008.009000.3","9","01.008.008800.5,01.008.008800.6,01.008.009000.1,01.008.009000.2,01.008.009000.5,01.008.009000.8,01.008.009300.1,01.008.009500.1,01.008.009500.2"
"4","01.008.009000.4","7","01.008.008700.8,01.008.009000.1,01.008.009000.6,01.008.009000.7,01.008.009600.1,01.008.009600.6,01.008.009600.8"
"4","01.008.009000.5","6","01.008.008900.7,01.008.009000.2,01.008.009000.3,01.008.009200.4,01.008.009300.1,01.008.009500.2"
"4","01.008.009000.6","5","01.008.001000.2,01.008.009000.1,01.008.009000.4,01.008.009000.7,01.008.009000.8"
"4","01.008.009000.7","8","01.008.001000.1,01.008.001000.2,01.008.001000.3,01.008.001000.4,01.008.009000.1,01.008.009000.4,01.008.009000.6,01.008.009600.8"
"4","01.008.009000.8","8","01.008.001000.2,01.008.001000.8,01.008.009000.1,01.008.009000.3,01.008.009000.6,01.008.009500.1,01.008.009500.3,01.008.009500.4"
"4","01.008.009100.1","7","01.008.008400.3,01.008.009100.2,01.008.009100.3,01.008.009100.4,01.008.009100.5,01.008.009100.6,01.008.009200.6"
"4","01.008.009100.2","7","01.008.008400.3,01.008.008500.8,01.008.009100.1,01.008.009200.1,01.008.009200.2,01.008.009200.5,01.008.009200.6"
"4","01.008.009100.3","4","01.008.006000.6,01.008.008400.3,01.008.009100.1,01.008.009100.4"
"4","01.008.009100.4","6","01.008.003500.4,01.008.006000.6,01.008.008400.3,01.008.009100.1,01.008.009100.3,01.008.009100.6"
"4","01.008.009100.5","5","01.008.009100.1,01.008.009100.6,01.008.009100.7,01.008.009200.6,01.008.009200.7"
"4","01.008.009100.6","8","01.008.003500.4,01.008.009100.1,01.008.009100.4,01.008.009100.5,01.008.009100.7,01.008.009200.8,01.008.009400.1,01.008.011000.1"
"4","01.008.009100.7","6","01.008.009100.5,01.008.009100.6,01.008.009200.6,01.008.009200.7,01.008.009200.8,01.008.009400.1"
"4","01.008.009200.1","5","01.008.008400.3,01.008.008500.8,01.008.008900.3,01.008.009100.2,01.008.009200.2"
"4","01.008.009200.2","7","01.008.008900.3,01.008.008900.4,01.008.009100.2,01.008.009200.1,01.008.009200.3,01.008.009200.5,01.008.009200.6"
"4","01.008.009200.3","7","01.008.008900.3,01.008.008900.4,01.008.008900.5,01.008.009200.2,01.008.009200.4,01.008.009200.5,01.008.009300.3"
"4","01.008.009200.4","10","01.008.008900.4,01.008.008900.5,01.008.008900.6,01.008.008900.7,01.008.009000.5,01.008.009200.3,01.008.009200.5,01.008.009300.1,01.008.009300.2,01.008.009300.3"
"4","01.008.009200.5","9","01.008.009100.2,01.008.009200.2,01.008.009200.3,01.008.009200.4,01.008.009200.6,01.008.009200.7,01.008.009300.3,01.008.009300.5,01.008.009300.6"
"4","01.008.009200.6","7","01.008.009100.1,01.008.009100.2,01.008.009100.5,01.008.009100.7,01.008.009200.2,01.008.009200.5,01.008.009200.7"
"4","01.008.009200.7","7","01.008.009100.5,01.008.009100.7,01.008.009200.5,01.008.009200.6,01.008.009200.8,01.008.009300.6,01.008.009400.1"
"4","01.008.009200.8","4","01.008.009100.6,01.008.009100.7,01.008.009200.7,01.008.009400.1"
"4","01.008.009300.1","7","01.008.008900.7,01.008.009000.3,01.008.009000.5,01.008.009200.4,01.008.009300.2,01.008.009300.4,01.008.009500.2"
"4","01.008.009300.2","7","01.008.009200.4,01.008.009300.1,01.008.009300.3,01.008.009300.4,01.008.009300.5,01.008.009300.7,01.008.009300.8"
"4","01.008.009300.3","6","01.008.009200.3,01.008.009200.4,01.008.009200.5,01.008.009300.2,01.008.009300.5,01.008.009300.7"
"4","01.008.009300.4","7","01.008.009300.1,01.008.009300.2,01.008.009300.7,01.008.009300.8,01.008.009500.2,01.008.009500.4,01.008.009500.5"
"4","01.008.009300.5","8","01.008.009200.5,01.008.009300.2,01.008.009300.3,01.008.009300.6,01.008.009300.7,01.008.009400.1,01.008.009400.2,01.008.009400.3"
"4","01.008.009300.6","5","01.008.009200.5,01.008.009200.7,01.008.009300.5,01.008.009400.1,01.008.009400.2"
"4","01.008.009300.7","8","01.008.009300.2,01.008.009300.3,01.008.009300.4,01.008.009300.5,01.008.009300.8,01.008.009400.2,01.008.009400.3,01.008.009400.4"
"4","01.008.009300.8","7","01.008.009300.2,01.008.009300.4,01.008.009300.7,01.008.009400.3,01.008.009400.4,01.008.009500.4,01.008.009500.5"
"4","01.008.009400.1","12","01.008.009100.6,01.008.009100.7,01.008.009200.7,01.008.009200.8,01.008.009300.5,01.008.009300.6,01.008.009400.2,01.008.009400.3,01.008.009400.6,01.008.009400.7,01.008.009400.8,01.008.011000.1"
"4","01.008.009400.2","5","01.008.009300.5,01.008.009300.6,01.008.009300.7,01.008.009400.1,01.008.009400.3"
"4","01.008.009400.3","8","01.008.009300.5,01.008.009300.7,01.008.009300.8,01.008.009400.1,01.008.009400.2,01.008.009400.4,01.008.009400.5,01.008.009400.6"
"4","01.008.009400.4","7","01.008.009300.7,01.008.009300.8,01.008.009400.3,01.008.009400.5,01.008.009500.5,01.008.009500.7,01.008.009500.8"
"4","01.008.009400.5","7","01.008.009400.3,01.008.009400.4,01.008.009400.6,01.008.009401.2,01.008.009401.3,01.008.009500.8,01.008.010900.7"
"4","01.008.009400.6","7","01.008.009400.1,01.008.009400.3,01.008.009400.5,01.008.009400.8,01.008.009401.1,01.008.009401.2,01.008.009401.3"
"4","01.008.009400.7","5","01.008.009400.1,01.008.009400.8,01.008.009400.9,01.008.009401.1,01.008.011000.1"
"4","01.008.009400.8","6","01.008.009400.1,01.008.009400.6,01.008.009400.7,01.008.009400.9,01.008.009401.1,01.008.009401.2"
"4","01.008.009400.9","6","01.008.009400.7,01.008.009400.8,01.008.009401.1,01.008.011000.1,01.008.011000.2,01.008.011000.3"
"4","01.008.009401.1","7","01.008.009400.6,01.008.009400.7,01.008.009400.8,01.008.009400.9,01.008.009401.2,01.008.009401.4,01.008.011000.3"
"4","01.008.009401.2","7","01.008.009400.5,01.008.009400.6,01.008.009400.8,01.008.009401.1,01.008.009401.3,01.008.009401.4,01.008.010900.7"
"4","01.008.009401.3","5","01.008.009400.5,01.008.009400.6,01.008.009401.2,01.008.009500.8,01.008.010900.7"
"4","01.008.009401.4","5","01.008.009401.1,01.008.009401.2,01.008.010900.7,01.008.011000.3,01.008.011000.4"
"4","01.008.009500.1","6","01.008.009000.1,01.008.009000.3,01.008.009000.8,01.008.009500.2,01.008.009500.3,01.008.009500.4"
"4","01.008.009500.2","6","01.008.009000.3,01.008.009000.5,01.008.009300.1,01.008.009300.4,01.008.009500.1,01.008.009500.4"
