year,sahsu_grd_level3,ses,ethnicity
1998,01.014.017300,4,1
1998,01.014.017500,1,2
1998,01.014.017600,2,2
1998,01.014.017700,4,3
1998,01.014.017800,3,2
1998,01.014.017900,1,3
1998,01.014.018000,4,1
1998,01.014.018100,4,2
1998,01.014.018200,3,2
1998,01.014.018300,2,1
1998,01.014.018400,2,2
1998,01.014.018500,4,1
1998,01.014.018600,4,2
1998,01.014.018700,4,1
1998,01.014.018800,5,1
1998,01.015.016200,5,3
1998,01.015.016900,5,1
1998,01.016.017000,4,2
1998,01.016.017100,2,2
1998,01.017.018900,5,2
1998,01.017.019000,5,2
1998,01.018.019100,4,1
1998,01.018.019200,5,1
1998,01.018.019300,5,1
1998,01.018.019400,4,1
1998,01.018.019500,5,3
1999,01.001.000100,4,1
1999,01.001.000200,5,1
1999,01.001.000300,5,3
1999,01.002.000300,2,2
1999,01.002.000400,5,3
1999,01.002.000500,5,3
1999,01.002.000600,4,3
1999,01.002.000700,5,3
1999,01.002.000800,4,3
1999,01.002.000900,1,2
1999,01.002.001000,2,1
1999,01.002.001100,3,3
1999,01.002.001200,1,2
1999,01.002.001300,2,3
1999,01.002.001400,2,3
1999,01.002.001500,1,2
1999,01.002.001600,2,3
1999,01.002.001700,1,1
1999,01.002.001800,2,3
1999,01.002.001900,1,1
1999,01.002.002000,1,2
1999,01.002.002100,2,3
1999,01.002.002200,1,1
1999,01.002.002300,2,1
1999,01.003.003300,2,2
1999,01.003.003400,3,3
1999,01.004.011100,1,1
1999,01.004.011200,3,3
1999,01.004.011300,4,2
1999,01.004.011400,3,3
1999,01.004.011500,3,3
1999,01.004.011600,3,3
1999,01.004.011700,4,2
1999,01.004.011800,5,3
1999,01.004.011900,5,1
1999,01.005.002400,4,2
1999,01.006.002500,2,1
1999,01.006.002600,4,1
1999,01.006.002700,2,2
1999,01.007.012000,3,2
1999,01.007.012100,4,3
1999,01.007.012200,3,2
1999,01.007.012300,3,2
1999,01.007.012400,3,2
1999,01.007.012500,2,1
1999,01.008.001000,3,3
1999,01.008.002900,4,3
1999,01.008.003500,4,3
1999,01.008.003600,5,3
1999,01.008.003700,4,3
1999,01.008.003800,5,3
1999,01.008.003900,5,3
1999,01.008.003901,4,3
1999,01.008.004000,1,2
1999,01.008.004100,4,3
1999,01.008.004200,1,1
1999,01.008.004300,2,2
1999,01.008.004400,3,1
1999,01.008.004500,4,3
1999,01.008.004600,4,2
1999,01.008.004700,2,1
1999,01.008.004800,2,1
1999,01.008.004900,2,3
1999,01.008.005000,2,1
1999,01.008.005100,4,3
1999,01.008.005200,3,3
1999,01.008.005300,4,3
1999,01.008.005400,5,3
1999,01.008.005500,5,3
1999,01.008.005600,4,2
1999,01.008.005700,3,3
1999,01.008.005800,3,3
1999,01.008.005900,2,3
1999,01.008.006000,1,1
1999,01.008.006100,2,2
1999,01.008.006200,3,3
1999,01.008.006300,4,3
1999,01.008.006400,1,2
1999,01.008.006500,2,2
1999,01.008.006600,3,2
1999,01.008.006700,5,3
1999,01.008.006800,5,3
1999,01.008.006900,4,3
1999,01.008.007000,1,1
1999,01.008.007100,3,1
1999,01.008.007200,3,1
1999,01.008.007300,2,1
1999,01.008.007400,3,3
1999,01.008.007500,3,1
1999,01.008.007600,4,3
1999,01.008.007700,4,3
1999,01.008.007800,4,2
1999,01.008.007900,2,1
1999,01.008.008000,1,1
1999,01.008.008100,1,1
1999,01.008.008200,1,1
1999,01.008.008300,3,2
1999,01.008.008400,2,1
1999,01.008.008500,3,2
1999,01.008.008600,2,1
1999,01.008.008700,2,2
1999,01.008.008800,4,1
1999,01.008.008900,3,2
1999,01.008.009000,2,2
1999,01.008.009100,2,1
1999,01.008.009200,3,2
1999,01.008.009300,3,1
1999,01.008.009400,3,2
1999,01.008.009401,4,1
1999,01.008.009500,4,3
1999,01.008.009600,3,2
1999,01.008.009700,4,2
1999,01.008.009800,2,2
1999,01.008.009900,3,3
1999,01.008.010100,1,2
1999,01.008.010200,2,3
1999,01.008.010300,2,2
1999,01.008.010400,3,2
1999,01.008.010500,3,2
1999,01.008.010600,2,1
1999,01.008.010700,5,3
1999,01.008.010800,5,1
1999,01.008.010900,2,3
1999,01.008.011000,3,2
1999,01.009.002700,1,2
1999,01.009.002800,2,2
1999,01.009.002900,5,2
1999,01.009.003000,4,2
1999,01.009.003100,3,1
1999,01.009.003200,3,1
1999,01.011.012600,4,2
1999,01.011.012700,2,1
1999,01.011.012800,2,1
1999,01.011.012900,2,2
1999,01.011.013000,2,2
1999,01.011.013100,3,3
1999,01.011.013200,1,1
1999,01.011.013300,2,2
1999,01.011.013400,3,1
1999,01.011.013500,3,3
1999,01.011.013600,2,2
1999,01.011.013700,3,2
1999,01.011.013800,3,2
1999,01.011.013900,3,2
1999,01.011.014000,3,1
1999,01.011.014100,2,1
1999,01.011.014200,2,1
1999,01.011.014300,5,3
1999,01.011.014400,1,1
1999,01.011.014500,1,1
1999,01.011.014600,3,1
1999,01.011.014700,3,1
1999,01.011.014800,2,1
1999,01.011.014900,1,1
1999,01.011.015000,4,1
1999,01.011.015100,2,1
1999,01.011.015200,4,1
1999,01.011.015300,4,1
1999,01.011.015400,4,2
1999,01.011.015500,1,1
1999,01.011.015600,1,1
1999,01.011.015700,4,3
1999,01.011.015800,1,1
1999,01.012.003000,5,2
1999,01.012.015900,4,3
1999,01.012.016000,1,2
1999,01.013.016000,1,1
1999,01.013.016100,2,2
1999,01.013.016200,2,1
1999,01.013.016300,1,1
1999,01.013.016400,2,2
1999,01.013.016500,2,2
1999,01.013.016600,3,2
1999,01.013.016700,3,2
1999,01.013.016800,1,2
1999,01.014.017200,2,3
1999,01.014.017300,4,1
1999,01.014.017500,1,2
1999,01.014.017600,2,2
1999,01.014.017700,4,3
1999,01.014.017800,3,2
1999,01.014.017900,1,3
1999,01.014.018000,4,1
1999,01.014.018100,4,2
1999,01.014.018200,3,2
1999,01.014.018300,2,1
1999,01.014.018400,2,2
1999,01.014.018500,4,1
1999,01.014.018600,4,2
1999,01.014.018700,4,1
1999,01.014.018800,5,1
1999,01.015.016200,5,3
1999,01.015.016900,5,1
1999,01.016.017000,4,2
1999,01.016.017100,2,2
1999,01.017.018900,5,2
1999,01.017.019000,5,2
1999,01.018.019100,4,1
1999,01.018.019200,5,1
1999,01.018.019300,5,1
1999,01.018.019400,4,1
1999,01.018.019500,5,3
2000,01.001.000100,4,1
2000,01.001.000200,5,1
2000,01.001.000300,5,3
2000,01.002.000300,2,2
2000,01.002.000400,5,3
2000,01.002.000500,5,3
2000,01.002.000600,4,3
2000,01.002.000700,5,3
2000,01.002.000800,4,3
2000,01.002.000900,1,2
2000,01.002.001000,2,1
2000,01.002.001100,3,3
2000,01.002.001200,1,2
2000,01.002.001300,2,3
2000,01.002.001400,2,3
2000,01.002.001500,1,2
2000,01.002.001600,2,3
2000,01.002.001700,1,1
2000,01.002.001800,2,3
2000,01.002.001900,1,1
2000,01.002.002000,1,2
2000,01.002.002100,2,3
2000,01.002.002200,1,1
2000,01.002.002300,2,1
2000,01.003.003300,2,2
2000,01.003.003400,3,3
2000,01.004.011100,1,1
2000,01.004.011200,3,3
2000,01.004.011300,4,2
2000,01.004.011400,3,3
2000,01.004.011500,3,3
2000,01.004.011600,3,3
2000,01.004.011700,4,2
2000,01.004.011800,5,3
2000,01.004.011900,5,1
2000,01.005.002400,4,2
2000,01.006.002500,2,1
2000,01.006.002600,4,1
2000,01.006.002700,2,2
2000,01.007.012000,3,2
2000,01.007.012100,4,3
2000,01.007.012200,3,2
2000,01.007.012300,3,2
2000,01.007.012400,3,2
2000,01.007.012500,2,1
2000,01.008.001000,3,3
2000,01.008.002900,4,3
2000,01.008.003500,4,3
2000,01.008.003600,5,3
2000,01.008.003700,4,3
2000,01.008.003800,5,3
2000,01.008.003900,5,3
2000,01.008.003901,4,3
2000,01.008.004000,1,2
2000,01.008.004100,4,3
2000,01.008.004200,1,1
2000,01.008.004300,2,2
2000,01.008.004400,3,1
2000,01.008.004500,4,3
2000,01.008.004600,4,2
2000,01.008.004700,2,1
2000,01.008.004800,2,1
2000,01.008.004900,2,3
2000,01.008.005000,2,1
2000,01.008.005100,4,3
2000,01.008.005200,3,3
2000,01.008.005300,4,3
2000,01.008.005400,5,3
2000,01.008.005500,5,3
2000,01.008.005600,4,2
2000,01.008.005700,3,3
2000,01.008.005800,3,3
2000,01.008.005900,2,3
2000,01.008.006000,1,1
2000,01.008.006100,2,2
2000,01.008.006200,3,3
2000,01.008.006300,4,3
2000,01.008.006400,1,2
2000,01.008.006500,2,2
2000,01.008.006600,3,2
2000,01.008.006700,5,3
2000,01.008.006800,5,3
2000,01.008.006900,4,3
2000,01.008.007000,1,1
2000,01.008.007100,3,1
2000,01.008.007200,3,1
2000,01.008.007300,2,1
2000,01.008.007400,3,3
2000,01.008.007500,3,1
2000,01.008.007600,4,3
2000,01.008.007700,4,3
2000,01.008.007800,4,2
2000,01.008.007900,2,1
2000,01.008.008000,1,1
2000,01.008.008100,1,1
2000,01.008.008200,1,1
2000,01.008.008300,3,2
2000,01.008.008400,2,1
2000,01.008.008500,3,2
2000,01.008.008600,2,1
2000,01.008.008700,2,2
2000,01.008.008800,4,1
2000,01.008.008900,3,2
2000,01.008.009000,2,2
2000,01.008.009100,2,1
2000,01.008.009200,3,2
2000,01.008.009300,3,1
2000,01.008.009400,3,2
2000,01.008.009401,4,1
2000,01.008.009500,4,3
2000,01.008.009600,3,2
2000,01.008.009700,4,2
2000,01.008.009800,2,2
2000,01.008.009900,3,3
2000,01.008.010100,1,2
2000,01.008.010200,2,3
2000,01.008.010300,2,2
2000,01.008.010400,3,2
2000,01.008.010500,3,2
2000,01.008.010600,2,1
2000,01.008.010700,5,3
2000,01.008.010800,5,1
2000,01.008.010900,2,3
2000,01.008.011000,3,2
2000,01.009.002700,1,2
2000,01.009.002800,2,2
2000,01.009.002900,5,2
2000,01.009.003000,4,2
2000,01.009.003100,3,1
2000,01.009.003200,3,1
2000,01.011.012600,4,2
2000,01.011.012700,2,1
2000,01.011.012800,2,1
2000,01.011.012900,2,2
2000,01.011.013000,2,2
2000,01.011.013100,3,3
2000,01.011.013200,1,1
2000,01.011.013300,2,2
2000,01.011.013400,3,1
2000,01.011.013500,3,3
2000,01.011.013600,2,2
2000,01.011.013700,3,2
2000,01.011.013800,3,2
2000,01.011.013900,3,2
2000,01.011.014000,3,1
2000,01.011.014100,2,1
2000,01.011.014200,2,1
2000,01.011.014300,5,3
2000,01.011.014400,1,1
2000,01.011.014500,1,1
2000,01.011.014600,3,1
2000,01.011.014700,3,1
2000,01.011.014800,2,1
2000,01.011.014900,1,1
2000,01.011.015000,4,1
2000,01.011.015100,2,1
2000,01.011.015200,4,1
2000,01.011.015300,4,1
2000,01.011.015400,4,2
2000,01.011.015500,1,1
2000,01.011.015600,1,1
2000,01.011.015700,4,3
2000,01.011.015800,1,1
2000,01.012.003000,5,2
2000,01.012.015900,4,3
2000,01.012.016000,1,2
2000,01.013.016000,1,1
2000,01.013.016100,2,2
2000,01.013.016200,2,1
2000,01.013.016300,1,1
2000,01.013.016400,2,2
2000,01.013.016500,2,2
2000,01.013.016600,3,2
2000,01.013.016700,3,2
2000,01.013.016800,1,2
2000,01.014.017200,2,3
2000,01.014.017300,4,1
2000,01.014.017500,1,2
2000,01.014.017600,2,2
2000,01.014.017700,4,3
2000,01.014.017800,3,2
2000,01.014.017900,1,3
2000,01.014.018000,4,1
2000,01.014.018100,4,2
2000,01.014.018200,3,2
2000,01.014.018300,2,1
2000,01.014.018400,2,2
2000,01.014.018500,4,1
2000,01.014.018600,4,2
2000,01.014.018700,4,1
2000,01.014.018800,5,1
2000,01.015.016200,5,3
2000,01.015.016900,5,1
2000,01.016.017000,4,2
2000,01.016.017100,2,2
2000,01.017.018900,5,2
2000,01.017.019000,5,2
2000,01.018.019100,4,1
2000,01.018.019200,5,1
2000,01.018.019300,5,1
2000,01.018.019400,4,1
2000,01.018.019500,5,3
2001,01.001.000100,4,1
2001,01.001.000200,5,1
2001,01.001.000300,5,3
2001,01.002.000300,2,2
2001,01.002.000400,5,3
2001,01.002.000500,5,3
2001,01.002.000600,4,3
2001,01.002.000700,5,3
2001,01.002.000800,4,3
2001,01.002.000900,1,2
2001,01.002.001000,2,1
2001,01.002.001100,3,3
2001,01.002.001200,1,2
2001,01.002.001300,2,3
2001,01.002.001400,2,3
2001,01.002.001500,1,2
2001,01.002.001600,2,3
2001,01.002.001700,1,1
2001,01.002.001800,2,3
2001,01.002.001900,1,1
2001,01.002.002000,1,2
2001,01.002.002100,2,3
2001,01.002.002200,1,1
2001,01.002.002300,2,1
2001,01.003.003300,2,2
2001,01.003.003400,3,3
2001,01.004.011100,1,1
2001,01.004.011200,3,3
2001,01.004.011300,4,2
2001,01.004.011400,3,3
2001,01.004.011500,3,3
2001,01.004.011600,3,3
2001,01.004.011700,4,2
2001,01.004.011800,5,3
2001,01.004.011900,5,1
2001,01.005.002400,4,2
2001,01.006.002500,2,1
2001,01.006.002600,4,1
2001,01.006.002700,2,2
2001,01.007.012000,3,2
2001,01.007.012100,4,3
2001,01.007.012200,3,2
2001,01.007.012300,3,2
2001,01.007.012400,3,2
2001,01.007.012500,2,1
2001,01.008.001000,3,3
2001,01.008.002900,4,3
2001,01.008.003500,4,3
2001,01.008.003600,5,3
2001,01.008.003700,4,3
2001,01.008.003800,5,3
2001,01.008.003900,5,3
2001,01.008.003901,4,3
2001,01.008.004000,1,2
2001,01.008.004100,4,3
2001,01.008.004200,1,1
2001,01.008.004300,2,2
2001,01.008.004400,3,1
2001,01.008.004500,4,3
2001,01.008.004600,4,2
2001,01.008.004700,2,1
2001,01.008.004800,2,1
2001,01.008.004900,2,3
2001,01.008.005000,2,1
2001,01.008.005100,4,3
2001,01.008.005200,3,3
2001,01.008.005300,4,3
2001,01.008.005400,5,3
2001,01.008.005500,5,3
2001,01.008.005600,4,2
2001,01.008.005700,3,3
2001,01.008.005800,3,3
2001,01.008.005900,2,3
2001,01.008.006000,1,1
2001,01.008.006100,2,2
2001,01.008.006200,3,3
2001,01.008.006300,4,3
2001,01.008.006400,1,2
2001,01.008.006500,2,2
2001,01.008.006600,3,2
2001,01.008.006700,5,3
2001,01.008.006800,5,3
2001,01.008.006900,4,3
2001,01.008.007000,1,1
2001,01.008.007100,3,1
2001,01.008.007200,3,1
2001,01.008.007300,2,1
2001,01.008.007400,3,3
2001,01.008.007500,3,1
2001,01.008.007600,4,3
2001,01.008.007700,4,3
2001,01.008.007800,4,2
2001,01.008.007900,2,1
2001,01.008.008000,1,1
2001,01.008.008100,1,1
2001,01.008.008200,1,1
2001,01.008.008300,3,2
2001,01.008.008400,2,1
2001,01.008.008500,3,2
2001,01.008.008600,2,1
2001,01.008.008700,2,2
2001,01.008.008800,4,1
2001,01.008.008900,3,2
2001,01.008.009000,2,2
2001,01.008.009100,2,1
2001,01.008.009200,3,2
2001,01.008.009300,3,1
2001,01.008.009400,3,2
2001,01.008.009401,4,1
2001,01.008.009500,4,3
2001,01.008.009600,3,2
2001,01.008.009700,4,2
2001,01.008.009800,2,2
2001,01.008.009900,3,3
2001,01.008.010100,1,2
2001,01.008.010200,2,3
2001,01.008.010300,2,2
2001,01.008.010400,3,2
2001,01.008.010500,3,2
2001,01.008.010600,2,1
2001,01.008.010700,5,3
2001,01.008.010800,5,1
2001,01.008.010900,2,3
2001,01.008.011000,3,2
2001,01.009.002700,1,2
2001,01.009.002800,2,2
2001,01.009.002900,5,2
2001,01.009.003000,4,2
2001,01.009.003100,3,1
2001,01.009.003200,3,1
2001,01.011.012600,4,2
2001,01.011.012700,2,1
2001,01.011.012800,2,1
2001,01.011.012900,2,2
2001,01.011.013000,2,2
2001,01.011.013100,3,3
2001,01.011.013200,1,1
2001,01.011.013300,2,2
2001,01.011.013400,3,1
2001,01.011.013500,3,3
2001,01.011.013600,2,2
2001,01.011.013700,3,2
2001,01.011.013800,3,2
2001,01.011.013900,3,2
2001,01.011.014000,3,1
2001,01.011.014100,2,1
2001,01.011.014200,2,1
2001,01.011.014300,5,3
2001,01.011.014400,1,1
2001,01.011.014500,1,1
2001,01.011.014600,3,1
2001,01.011.014700,3,1
2001,01.011.014800,2,1
2001,01.011.014900,1,1
2001,01.011.015000,4,1
2001,01.011.015100,2,1
2001,01.011.015200,4,1
2001,01.011.015300,4,1
2001,01.011.015400,4,2
2001,01.011.015500,1,1
2001,01.011.015600,1,1
2001,01.011.015700,4,3
2001,01.011.015800,1,1
2001,01.012.003000,5,2
2001,01.012.015900,4,3
2001,01.012.016000,1,2
2001,01.013.016000,1,1
2001,01.013.016100,2,2
2001,01.013.016200,2,1
2001,01.013.016300,1,1
2001,01.013.016400,2,2
2001,01.013.016500,2,2
2001,01.013.016600,3,2
2001,01.013.016700,3,2
2001,01.013.016800,1,2
2001,01.014.017200,2,3
2001,01.014.017300,4,1
2001,01.014.017500,1,2
2001,01.014.017600,2,2
2001,01.014.017700,4,3
2001,01.014.017800,3,2
2001,01.014.017900,1,3
2001,01.014.018000,4,1
2001,01.014.018100,4,2
2001,01.014.018200,3,2
2001,01.014.018300,2,1
2001,01.014.018400,2,2
2001,01.014.018500,4,1
2001,01.014.018600,4,2
2001,01.014.018700,4,1
2001,01.014.018800,5,1
2001,01.015.016200,5,3
2001,01.015.016900,5,1
2001,01.016.017000,4,2
2001,01.016.017100,2,2
2001,01.017.018900,5,2
2001,01.017.019000,5,2
2001,01.018.019100,4,1
2001,01.018.019200,5,1
2001,01.018.019300,5,1
2001,01.018.019400,4,1
2001,01.018.019500,5,3
2002,01.001.000100,4,1
2002,01.001.000200,5,1
2002,01.001.000300,5,3
2002,01.002.000300,2,2
2002,01.002.000400,5,3
2002,01.002.000500,5,3
2002,01.002.000600,4,3
2002,01.002.000700,5,3
2002,01.002.000800,4,3
2002,01.002.000900,1,2
2002,01.002.001000,2,1
2002,01.002.001100,3,3
2002,01.002.001200,1,2
2002,01.002.001300,2,3
2002,01.002.001400,2,3
2002,01.002.001500,1,2
2002,01.002.001600,2,3
2002,01.002.001700,1,1
2002,01.002.001800,2,3
2002,01.002.001900,1,1
2002,01.002.002000,1,2
2002,01.002.002100,2,3
2002,01.002.002200,1,1
2002,01.002.002300,2,1
2002,01.003.003300,2,2
2002,01.003.003400,3,3
2002,01.004.011100,1,1
2002,01.004.011200,3,3
2002,01.004.011300,4,2
2002,01.004.011400,3,3
2002,01.004.011500,3,3
2002,01.004.011600,3,3
2002,01.004.011700,4,2
2002,01.004.011800,5,3
2002,01.004.011900,5,1
2002,01.005.002400,4,2
2002,01.006.002500,2,1
2002,01.006.002600,4,1
2002,01.006.002700,2,2
2002,01.007.012000,3,2
2002,01.007.012100,4,3
2002,01.007.012200,3,2
2002,01.007.012300,3,2
2002,01.007.012400,3,2
2002,01.007.012500,2,1
2002,01.008.001000,3,3
2002,01.008.002900,4,3
2002,01.008.003500,4,3
2002,01.008.003600,5,3
2002,01.008.003700,4,3
2002,01.008.003800,5,3
2002,01.008.003900,5,3
2002,01.008.003901,4,3
2002,01.008.004000,1,2
2002,01.008.004100,4,3
2002,01.008.004200,1,1
2002,01.008.004300,2,2
2002,01.008.004400,3,1
2002,01.008.004500,4,3
2002,01.008.004600,4,2
2002,01.008.004700,2,1
2002,01.008.004800,2,1
2002,01.008.004900,2,3
2002,01.008.005000,2,1
2002,01.008.005100,4,3
2002,01.008.005200,3,3
2002,01.008.005300,4,3
2002,01.008.005400,5,3
2002,01.008.005500,5,3
2002,01.008.005600,4,2
2002,01.008.005700,3,3
2002,01.008.005800,3,3
2002,01.008.005900,2,3
2002,01.008.006000,1,1
2002,01.008.006100,2,2
2002,01.008.006200,3,3
2002,01.008.006300,4,3
2002,01.008.006400,1,2
2002,01.008.006500,2,2
2002,01.008.006600,3,2
2002,01.008.006700,5,3
2002,01.008.006800,5,3
2002,01.008.006900,4,3
2002,01.008.007000,1,1
2002,01.008.007100,3,1
2002,01.008.007200,3,1
2002,01.008.007300,2,1
2002,01.008.007400,3,3
2002,01.008.007500,3,1
2002,01.008.007600,4,3
2002,01.008.007700,4,3
2002,01.008.007800,4,2
2002,01.008.007900,2,1
2002,01.008.008000,1,1
2002,01.008.008100,1,1
2002,01.008.008200,1,1
2002,01.008.008300,3,2
2002,01.008.008400,2,1
2002,01.008.008500,3,2
2002,01.008.008600,2,1
2002,01.008.008700,2,2
2002,01.008.008800,4,1
2002,01.008.008900,3,2
2002,01.008.009000,2,2
2002,01.008.009100,2,1
2002,01.008.009200,3,2
2002,01.008.009300,3,1
2002,01.008.009400,3,2
2002,01.008.009401,4,1
2002,01.008.009500,4,3
2002,01.008.009600,3,2
2002,01.008.009700,4,2
2002,01.008.009800,2,2
2002,01.008.009900,3,3
2002,01.008.010100,1,2
2002,01.008.010200,2,3
2002,01.008.010300,2,2
2002,01.008.010400,3,2
2002,01.008.010500,3,2
2002,01.008.010600,2,1
2002,01.008.010700,5,3
2002,01.008.010800,5,1
2002,01.008.010900,2,3
2002,01.008.011000,3,2
2002,01.009.002700,1,2
2002,01.009.002800,2,2
2002,01.009.002900,5,2
2002,01.009.003000,4,2
2002,01.009.003100,3,1
2002,01.009.003200,3,1
2002,01.011.012600,4,2
2002,01.011.012700,2,1
2002,01.011.012800,2,1
2002,01.011.012900,2,2
2002,01.011.013000,2,2
2002,01.011.013100,3,3
2002,01.011.013200,1,1
2002,01.011.013300,2,2
2002,01.011.013400,3,1
2002,01.011.013500,3,3
2002,01.011.013600,2,2
2002,01.011.013700,3,2
2002,01.011.013800,3,2
2002,01.011.013900,3,2
2002,01.011.014000,3,1
2002,01.011.014100,2,1
2002,01.011.014200,2,1
2002,01.011.014300,5,3
2002,01.011.014400,1,1
2002,01.011.014500,1,1
2002,01.011.014600,3,1
2002,01.011.014700,3,1
2002,01.011.014800,2,1
2002,01.011.014900,1,1
2002,01.011.015000,4,1
2002,01.011.015100,2,1
2002,01.011.015200,4,1
2002,01.011.015300,4,1
2002,01.011.015400,4,2
2002,01.011.015500,1,1
2002,01.011.015600,1,1
2002,01.011.015700,4,3
2002,01.011.015800,1,1
2002,01.012.003000,5,2
2002,01.012.015900,4,3
2002,01.012.016000,1,2
2002,01.013.016000,1,1
2002,01.013.016100,2,2
2002,01.013.016200,2,1
2002,01.013.016300,1,1
2002,01.013.016400,2,2
2002,01.013.016500,2,2
2002,01.013.016600,3,2
2002,01.013.016700,3,2
2002,01.013.016800,1,2
2002,01.014.017200,2,3
2002,01.014.017300,4,1
2002,01.014.017500,1,2
2002,01.014.017600,2,2
2002,01.014.017700,4,3
2002,01.014.017800,3,2
2002,01.014.017900,1,3
2002,01.014.018000,4,1
2002,01.014.018100,4,2
2002,01.014.018200,3,2
2002,01.014.018300,2,1
2002,01.014.018400,2,2
2002,01.014.018500,4,1
2002,01.014.018600,4,2
2002,01.014.018700,4,1
2002,01.014.018800,5,1
2002,01.015.016200,5,3
2002,01.015.016900,5,1
2002,01.016.017000,4,2
2002,01.016.017100,2,2
2002,01.017.018900,5,2
2002,01.017.019000,5,2
2002,01.018.019100,4,1
2002,01.018.019200,5,1
2002,01.018.019300,5,1
2002,01.018.019400,4,1
2002,01.018.019500,5,3
2003,01.001.000100,4,1
2003,01.001.000200,5,1
2003,01.001.000300,5,3
2003,01.002.000300,2,2
2003,01.002.000400,5,3
2003,01.002.000500,5,3
2003,01.002.000600,4,3
2003,01.002.000700,5,3
2003,01.002.000800,4,3
2003,01.002.000900,1,2
2003,01.002.001000,2,1
2003,01.002.001100,3,3
2003,01.002.001200,1,2
2003,01.002.001300,2,3
2003,01.002.001400,2,3
2003,01.002.001500,1,2
2003,01.002.001600,2,3
2003,01.002.001700,1,1
2003,01.002.001800,2,3
2003,01.002.001900,1,1
2003,01.002.002000,1,2
2003,01.002.002100,2,3
2003,01.002.002200,1,1
2003,01.002.002300,2,1
2003,01.003.003300,2,2
2003,01.003.003400,3,3
2003,01.004.011100,1,1
2003,01.004.011200,3,3
2003,01.004.011300,4,2
2003,01.004.011400,3,3
2003,01.004.011500,3,3
2003,01.004.011600,3,3
2003,01.004.011700,4,2
2003,01.004.011800,5,3
2003,01.004.011900,5,1
2003,01.005.002400,4,2
2003,01.006.002500,2,1
2003,01.006.002600,4,1
2003,01.006.002700,2,2
2003,01.007.012000,3,2
2003,01.007.012100,4,3
2003,01.007.012200,3,2
2003,01.007.012300,3,2
2003,01.007.012400,3,2
2003,01.007.012500,2,1
2003,01.008.001000,3,3
2003,01.008.002900,4,3
2003,01.008.003500,4,3
2003,01.008.003600,5,3
2003,01.008.003700,4,3
2003,01.008.003800,5,3
2003,01.008.003900,5,3
2003,01.008.003901,4,3
2003,01.008.004000,1,2
2003,01.008.004100,4,3
2003,01.008.004200,1,1
2003,01.008.004300,2,2
2003,01.008.004400,3,1
2003,01.008.004500,4,3
2003,01.008.004600,4,2
2003,01.008.004700,2,1
2003,01.008.004800,2,1
2003,01.008.004900,2,3
2003,01.008.005000,2,1
2003,01.008.005100,4,3
2003,01.008.005200,3,3
2003,01.008.005300,4,3
2003,01.008.005400,5,3
2003,01.008.005500,5,3
2003,01.008.005600,4,2
2003,01.008.005700,3,3
2003,01.008.005800,3,3
2003,01.008.005900,2,3
2003,01.008.006000,1,1
2003,01.008.006100,2,2
2003,01.008.006200,3,3
2003,01.008.006300,4,3
2003,01.008.006400,1,2
2003,01.008.006500,2,2
2003,01.008.006600,3,2
2003,01.008.006700,5,3
2003,01.008.006800,5,3
2003,01.008.006900,4,3
2003,01.008.007000,1,1
2003,01.008.007100,3,1
2003,01.008.007200,3,1
2003,01.008.007300,2,1
2003,01.008.007400,3,3
2003,01.008.007500,3,1
2003,01.008.007600,4,3
2003,01.008.007700,4,3
2003,01.008.007800,4,2
2003,01.008.007900,2,1
2003,01.008.008000,1,1
2003,01.008.008100,1,1
2003,01.008.008200,1,1
2003,01.008.008300,3,2
2003,01.008.008400,2,1
2003,01.008.008500,3,2
2003,01.008.008600,2,1
2003,01.008.008700,2,2
2003,01.008.008800,4,1
2003,01.008.008900,3,2
2003,01.008.009000,2,2
2003,01.008.009100,2,1
2003,01.008.009200,3,2
2003,01.008.009300,3,1
2003,01.008.009400,3,2
2003,01.008.009401,4,1
2003,01.008.009500,4,3
2003,01.008.009600,3,2
2003,01.008.009700,4,2
2003,01.008.009800,2,2
2003,01.008.009900,3,3
2003,01.008.010100,1,2
2003,01.008.010200,2,3
2003,01.008.010300,2,2
2003,01.008.010400,3,2
2003,01.008.010500,3,2
2003,01.008.010600,2,1
2003,01.008.010700,5,3
2003,01.008.010800,5,1
2003,01.008.010900,2,3
2003,01.008.011000,3,2
2003,01.009.002700,1,2
2003,01.009.002800,2,2
2003,01.009.002900,5,2
2003,01.009.003000,4,2
2003,01.009.003100,3,1
2003,01.009.003200,3,1
2003,01.011.012600,4,2
2003,01.011.012700,2,1
2003,01.011.012800,2,1
2003,01.011.012900,2,2
2003,01.011.013000,2,2
2003,01.011.013100,3,3
2003,01.011.013200,1,1
2003,01.011.013300,2,2
2003,01.011.013400,3,1
2003,01.011.013500,3,3
2003,01.011.013600,2,2
2003,01.011.013700,3,2
2003,01.011.013800,3,2
2003,01.011.013900,3,2
2003,01.011.014000,3,1
2003,01.011.014100,2,1
2003,01.011.014200,2,1
2003,01.011.014300,5,3
2003,01.011.014400,1,1
2003,01.011.014500,1,1
2003,01.011.014600,3,1
2003,01.011.014700,3,1
2003,01.011.014800,2,1
2003,01.011.014900,1,1
2003,01.011.015000,4,1
2003,01.011.015100,2,1
2003,01.011.015200,4,1
2003,01.011.015300,4,1
2003,01.011.015400,4,2
2003,01.011.015500,1,1
2003,01.011.015600,1,1
2003,01.011.015700,4,3
2003,01.011.015800,1,1
2003,01.012.003000,5,2
